,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele,fore-aft,lateral,normal
0,89.3645696161733,78.50625840142133,42.26693454828344,-0.08926,-0.03343,0.72264
1,89.32281593880123,72.41774797072317,33.46137397481169,-0.09323,-0.00084,0.72907
2,89.3531410310259,72.41774797072317,33.429667435738075,-0.14762999999999998,-0.02975,0.73528
3,89.27397052784158,72.46270581126575,33.234610346594145,-0.08457999999999999,-0.02967,0.73488
4,89.32272350945246,72.39064018670469,33.41610621426969,-0.10876,-0.05719,0.72737
5,89.35189319267481,72.40906878351284,33.57238199016058,-0.1022,-0.01797,0.7378600000000001
6,89.3675048488426,72.39263584069886,33.41501645614008,-0.14455,-0.00565,0.7189800000000001
7,89.35255425116729,72.34356966832509,33.4101272182898,-0.1042,-0.02395,0.73098
8,89.3035902455912,72.31193395198954,33.42186311329314,-0.09373,-0.01683,0.72348
9,89.34236740450338,72.2984395095075,33.42352236507349,-0.08413,-0.016309999999999998,0.73605
10,89.4369429623666,72.29645688677269,33.41759936387939,-0.10133,0.00249,0.72813
11,89.32385768939194,72.26469952234602,33.40391422544741,-0.11449,-0.0034100000000000003,0.73668
12,89.41647073951813,72.23618499189615,33.38442920678449,-0.09689,-0.03539,0.73293
13,89.44429056975642,72.22488833063444,33.35372385632993,-0.10539,-0.03672,0.72963
14,89.48035778961555,72.19111618004766,33.39133384759339,-0.087,-0.04506,0.73664
15,89.51003053196744,72.10546819086552,33.177768494652035,-0.06941,-0.05164,0.7456699999999999
16,89.57085999608576,72.06848239477667,33.20006807354275,-0.11653,-0.01317,0.73428
17,89.58636822365196,72.0636205573497,33.338205499071734,-0.08991,-0.01116,0.73924
18,89.70443847372128,72.01736923763644,33.36227016545556,-0.10545999999999997,-0.05818,0.73407
19,89.82305168334204,71.7950165710472,33.293410054062555,-0.13518,-0.02336,0.73438
20,89.89730999062078,71.57846474443033,33.78215706880371,-0.10318,-0.08123999999999999,0.7367
21,89.97989372817186,71.48724941885217,36.359551229227634,-0.09321,-0.03764,0.73169
22,90.01699847833139,71.10729191617125,32.235210351784765,-0.11511,-0.0372,0.7438600000000001
