pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
17.588347,3.883275,21.231939,18.445818,3.8064400000000003,21.311795,18.350029,3.8154470000000003,20.446286999999998,17.844048,1.466136,18.898006,18.663456,1.2548110000000001,17.918633,17.517925,0.5844699999999999,18.504801999999998,,,
17.577793,3.869022,21.207885,18.435419,3.7348980000000003,21.401581,18.352686,3.7737489999999996,20.440828,17.807146,1.4791020000000001,18.842507,18.644064999999998,1.315293,17.864417,17.511093,0.651876,18.495863,,,
17.654404,4.011275,21.046871,18.435306,3.733505,21.401211,18.352572,3.772361,20.440457000000002,17.807146,1.4791020000000001,18.842507,18.643420000000003,1.31579,17.862479999999998,17.511093,0.651876,18.495863,,,
17.654404,4.011275,21.046871,18.435306,3.733505,21.401211,18.352605,3.771841,20.440004000000002,17.807182,1.478588,18.842044,18.644101000000003,1.3147790000000001,17.863960000000002,17.511770000000002,0.6508520000000001,18.497359,,,
17.653636,4.010233,21.048626000000002,18.433894,3.732928,21.40101,18.351164999999998,3.7717870000000002,20.440254,17.807031,1.477709,18.842128,18.64327,1.314912,17.862561,17.511129999999998,0.65136,18.4954,,,
17.654289000000002,4.009888,21.046498,18.434510999999997,3.733109,21.399328,18.351052,3.7704,20.439883,17.807031,1.477709,18.842128,18.644705,1.314965,17.862322,17.511654,0.649457,18.496976999999998,,,
17.653645,4.010361,21.044531,18.433781,3.731536,21.400641,18.351052,3.7704,20.439883,17.807067,1.477195,18.841665,18.644742,1.314451,17.861864999999998,17.511654,0.649457,18.496976999999998,,,
17.652732,4.008451,21.046369,18.433636,3.730665,21.400726000000002,18.350259,3.770004,20.438011,17.807745,1.4761799999999998,18.84316,18.645386,1.313954,17.863802,17.512331,0.648433,18.498473,,,
17.652732,4.008451,21.046369,18.433636,3.730665,21.400726000000002,18.350259,3.770004,20.438011,17.806917000000002,1.476316,18.841749,18.644705,1.314965,17.862322,17.511654,0.649457,18.496976999999998,,,
17.652088,4.008925,21.044401999999998,18.432986,3.7311389999999998,21.398757,18.350259,3.770004,20.438011,17.806917000000002,1.476316,18.841749,18.644742,1.314451,17.861864999999998,17.511692,0.648941,18.496514,,,
17.651941,4.008057,21.044486,18.43208,3.729217,21.40061,18.348851999999997,3.769431,20.437807,17.806917000000002,1.476316,18.841749,18.644742,1.314451,17.861864999999998,17.511501000000003,0.6485770000000001,18.497058,,,
17.651941,4.008057,21.044486,18.432873,3.729746,21.398388,18.348707,3.768563,20.43789,17.806953,1.475802,18.841286,18.643988,1.313388,17.863583,17.511654,0.649457,18.496976999999998,,,
17.65106,4.005627,21.045867,18.431429,3.7296910000000003,21.398642000000002,18.348739000000002,3.768043,20.437435999999998,17.806953,1.475802,18.841286,18.644592000000003,1.313574,17.861945000000002,17.511539000000003,0.648061,18.496595000000003,,,
17.650384,4.006621,21.044357,18.431285,3.728821,21.398726,18.347299,3.767989,20.437686,17.806953,1.475802,18.841286,18.643988,1.313388,17.863583,17.511692,0.648941,18.496514,,,
17.649649,4.005058999999999,21.045654000000003,18.430555,3.727247,21.40004,18.347332,3.76747,20.437232,17.806275,1.476816,18.839791,18.644592000000003,1.313574,17.861945000000002,17.511501000000003,0.6485770000000001,18.497058,,,
17.650269,4.0052330000000005,21.043984,18.430555,3.727247,21.40004,18.347185999999997,3.766602,20.437314999999998,17.806124,1.475937,18.839876,18.643838,1.31251,17.863664,17.511539000000003,0.648061,18.496595000000003,,,
17.649502,4.0041910000000005,21.045738,18.429728,3.7273730000000005,21.398611,18.346426,3.7655550000000004,20.439067,17.806124,1.475937,18.839876,18.643838,1.31251,17.863664,17.511539000000003,0.648061,18.496595000000003,,,
17.649534,4.003671,21.045281,18.42976,3.7268510000000004,21.398156,18.345779,3.766028,20.437110999999998,17.806124,1.475937,18.839876,18.643157000000002,1.313521,17.862184,17.511501000000003,0.6485770000000001,18.497058,,,
17.648858999999998,4.004665,21.043771,18.42976,3.7268510000000004,21.398156,18.345779,3.766028,20.437110999999998,17.805362,1.474876,18.841601999999998,18.643157000000002,1.313521,17.862184,17.511539000000003,0.648061,18.496595000000003,,,
17.649534,4.003671,21.045281,18.42976,3.7268510000000004,21.398156,18.34649,3.7645160000000004,20.438159,17.806161,1.475423,18.839412,18.643194,1.313007,17.861727,17.511539000000003,0.648061,18.496595000000003,,,
17.649534,4.003671,21.045281,18.430442000000003,3.725854,21.399670999999998,18.347217999999998,3.766082,20.436861999999998,17.806161,1.475423,18.839412,18.644628,1.3130600000000001,17.861488,17.511539000000003,0.648061,18.496595000000003,,,
17.649534,4.003671,21.045281,18.430442000000003,3.725854,21.399670999999998,18.347217999999998,3.766082,20.436861999999998,17.806161,1.475423,18.839412,18.643838,1.31251,17.863664,17.511539000000003,0.648061,18.496595000000003,,,
17.649534,4.003671,21.045281,18.430442000000003,3.725854,21.399670999999998,18.347217999999998,3.766082,20.436861999999998,17.806838,1.474409,18.840907,18.643725,1.311118,17.863287,17.511385999999998,0.647181,18.496676,,,
17.650187,4.003326,21.043154,18.431235,3.7263830000000002,21.397448,18.348011,3.7666089999999994,20.434657,17.806838,1.474409,18.840907,18.643875,1.311996,17.863207,17.511423,0.6466649999999999,18.496213,,,
17.650333,4.004193,21.04307,18.431235,3.7263830000000002,21.397448,18.347282999999997,3.765043,20.435954000000002,17.806838,1.474409,18.840907,18.644479,1.312182,17.861569,17.511423,0.6466649999999999,18.496213,,,
17.650333,4.004193,21.04307,18.431235,3.7263830000000002,21.397448,18.34725,3.765562,20.436408,17.806161,1.475423,18.839412,18.644628,1.3130600000000001,17.861488,17.511385999999998,0.647181,18.496676,,,
17.650187,4.003326,21.043154,18.430473000000003,3.725332,21.399216,18.347105,3.7646940000000004,20.436491,17.806161,1.475423,18.839412,18.644479,1.312182,17.861569,17.511423,0.6466649999999999,18.496213,,,
17.651007999999997,4.0032,21.044581,18.431917000000002,3.7253870000000004,21.398963000000002,18.347929999999998,3.7645699999999995,20.437910000000002,17.806838,1.474409,18.840907,18.643725,1.311118,17.863287,17.512253,0.646521,18.497629,,,
17.650862,4.002332,21.044665,18.431917000000002,3.7253870000000004,21.398963000000002,18.347784,3.763702,20.437992,17.806687,1.47353,18.840991,18.644479,1.312182,17.861569,17.511385999999998,0.647181,18.496676,,,
17.650333,4.004193,21.04307,18.431235,3.7263830000000002,21.397448,18.347929999999998,3.7645699999999995,20.437910000000002,17.806687,1.47353,18.840991,18.644479,1.312182,17.861569,17.511423,0.6466649999999999,18.496213,,,
17.651007999999997,4.0032,21.044581,18.431917000000002,3.7253870000000004,21.398963000000002,18.348544,3.7647480000000004,20.436241,17.806724,1.4730159999999999,18.840528,18.644515,1.311669,17.861112,17.5121,0.645641,18.497709,,,
17.651007999999997,4.0032,21.044581,18.431949,3.7248650000000003,21.398508,18.347816,3.763182,20.437539,17.806724,1.4730159999999999,18.840528,18.644479,1.312182,17.861569,17.5121,0.645641,18.497709,,,
17.650862,4.002332,21.044665,18.431917000000002,3.7253870000000004,21.398963000000002,18.348576,3.7642279999999997,20.435787,17.806687,1.47353,18.840991,18.644479,1.312182,17.861569,17.5121,0.645641,18.497709,,,
17.650862,4.002332,21.044665,18.431917000000002,3.7253870000000004,21.398963000000002,18.347816,3.763182,20.437539,17.806724,1.4730159999999999,18.840528,18.644479,1.312182,17.861569,17.5121,0.645641,18.497709,,,
