,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,78.80431164291141,77.71574066846118,52.16527049222576
35,79.14966976788993,73.91594700469155,52.464281232537274
36,79.12108536869782,64.85786504115113,56.29283039932885
37,78.0467070717195,70.69615544119148,55.002730402532904
38,81.07274912745736,62.06950136887632,58.58973852064118
39,82.39808280829423,61.60151528961161,59.00527246946575
40,81.03274640235973,61.184068892250465,60.595405015499736
41,78.46419062299744,66.71052480630958,58.25731969941249
42,77.69727171758265,59.758380611404974,59.34356883487072
43,77.80698022882603,71.50951703952376,57.33733550378578
44,78.97727486824722,63.06556179413175,57.97596930320769
45,76.98323326051772,61.44320298186442,58.9535623430252
46,78.21212638794131,57.781725471171285,59.26239021955068
47,79.26105869155946,62.66069900748167,61.896417863498044
48,77.40730228987982,66.30060748399865,62.39190949868157
49,78.96603530407907,54.249351721414115,67.30465894145516
50,77.28672573443687,58.99715706523061,65.20079198245335
51,77.13217135424101,60.045447986749195,60.544168989262516
52,73.9375250379696,70.38971068051582,60.21138915868262
53,75.2500120879704,64.0314338029235,64.43643866642674
54,72.8062157034309,57.61119121003888,59.96200847805832
55,71.0971350859098,61.402388332346774,62.210254715543826
56,67.02930570299509,67.40647509969989,57.39263936602042
57,69.81917412355511,64.77767028017117,60.95461354147548
58,70.14643437982004,51.610526871630896,61.66659657944483
59,65.74672331085293,58.73307455786899,61.54717835043934
60,66.55953111964057,69.36005609910785,59.31255341947404
61,65.1339246405999,61.839945321359366,62.64612511963786
62,64.24461621463226,68.73790144959771,60.288977220264314
63,62.938687080082275,59.57370749746795,64.9450055559936
64,63.716160783289084,54.87054005037771,67.09729588164359
65,59.51223444328663,61.844950503144005,61.41150147309588
66,59.22147645104372,50.85371907212115,58.74664259270365
67,59.043611788737465,48.07209740840864,60.802260567872224
68,57.211677661743245,58.51581570122538,61.78362989984876
69,56.69619013074856,50.3941462984601,60.55191947917481
70,53.32907901252104,59.966541129107995,57.413434392082834
71,55.28559208474219,57.22443294320949,55.31023986496004
72,54.79755482599278,60.21916055576389,56.49290260255239
73,55.18771248287573,58.94335827029752,59.34064688039433
74,52.84736065006092,65.66329203027341,57.4226138303585
75,52.187378994200486,56.280875579405034,60.929441203739245
76,50.089257589983404,66.00328731945572,53.46269202339421
77,49.52891674684826,67.39904505335507,52.56452185583113
78,50.88716744036301,64.42531941245502,54.159658951470476
79,50.52028048514162,67.18501595163158,54.61631757956083
80,48.833081805472844,65.93891677049297,51.592624953025734
