,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,85.41288431427033,23.57194569199558,64.92926328437356
36,83.36126608070225,15.126225268527406,71.87516897519072
37,83.36126608070225,15.126225268527406,71.87516897519072
38,83.36126608070225,15.126225268527406,71.87516897519072
39,83.36126608070225,15.126225268527406,71.87516897519072
40,83.32857746341695,15.105070912028964,71.90104069461158
41,83.30798467786414,15.185216982012292,71.99204256987947
42,83.36420937106053,15.227565132297002,71.90036267743177
43,83.26980766876099,15.130263868951062,72.01688575832644
44,83.37736584254758,15.206492610702128,71.96666713907966
45,83.30807597064563,15.431298651170891,72.0223927599554
46,83.32943361938007,15.050132730449718,71.80478610881993
47,83.29351721483428,15.129967843004607,71.98653152873102
48,83.30248023708162,15.396656126252054,71.92185304499459
49,83.25652626922256,15.15117174549897,71.92030646767954
50,83.37835899963379,15.147122757559202,71.80931822780958
51,83.38516041781533,15.126313164685513,71.87553474297911
52,83.38483240678315,15.147405690637925,71.80949824337443
53,83.33095852184915,15.126508213707552,71.87534968847433
54,83.34792782942601,15.036002825794242,71.77908472222455
55,83.36126041959629,15.370697680392851,71.8751970946828
56,83.32689852898241,15.204064503311656,71.84364742231078
57,83.41326942673942,14.985782263478143,71.72740762537524
58,83.33631164600817,15.223577515593433,71.87924893430302
59,83.32122229548851,15.001836461193733,71.74707849908557
60,83.35110719942483,15.26862554536936,71.84772126763967
61,83.34630432601998,15.471466343178378,71.96940733868884
62,83.37094804920218,15.367481493592408,71.87454620567486
63,83.38956246765306,15.43628825022401,71.9683723802914
64,83.31432430880027,15.248102658647014,71.96434748045633
65,83.39816050547908,15.175719454949785,71.7980077471613
66,83.42301935042293,15.423974827023187,71.9301450257011
67,83.54557008974547,15.381769668249262,71.66735191953155
68,83.7370534397741,15.275141312346989,71.46203185741803
69,83.80511085611545,8.053825730681211,71.40186150646797
70,84.02409452384157,15.128111221162925,70.93883534890357
71,81.63261276670289,13.981187522987483,72.60181854560327
72,83.031418594573,8.58420173918293,72.29904532160052
73,83.68214741537763,4.476820149523661,71.77884000651741
74,83.8987359590909,5.509249999550491,71.76861805283583
75,83.443701533929,2.729684021210346,74.998615482879
76,81.75812688553849,6.340824724702173,80.66921496452116
77,81.48737039903097,6.4697240714765485,82.65257906084841
78,81.62716464299928,8.922061675827592,83.32063816931876
79,89.76727518078037,27.299787199988742,64.04170707052398
80,91.99068169485314,34.142663544654766,72.0283292028012
81,87.55659074991352,38.97226527876629,59.131186495755344
