,fore-aft,lateral,normal
0,-0.14681,-0.11298,-0.19798
1,-0.12569,-0.12485,-0.1784
2,-0.13035,-0.14079,-0.18718
3,-0.14265,-0.12704,-0.17087
4,-0.11305,-0.1258,-0.17269
5,-0.14351,-0.11618,-0.18569
6,-0.13725,-0.12853,-0.16083
7,-0.12728,-0.10851,-0.17811
8,-0.15705999999999998,-0.10848,-0.16882
9,-0.12235,-0.09543,-0.1808
10,-0.15300999999999998,-0.09608,-0.17331
11,-0.15106,-0.10892,-0.17387
12,-0.14444,-0.10299,-0.16168
13,-0.16375,-0.13317,-0.17132999999999998
14,-0.14766,-0.11297,-0.17908
15,-0.15389,-0.11296,-0.18189
16,-0.14355,-0.12472,-0.16660999999999998
17,-0.13334,-0.11669000000000003,-0.18126
18,-0.12924000000000002,-0.12233,-0.17608
19,-0.11862,-0.10963,-0.17255
20,-0.14117000000000002,-0.1306,-0.17595999999999998
21,-0.13713,-0.10174,-0.16367
22,-0.12471,-0.11336,-0.17340999999999998
23,-0.0991,-0.12254,-0.17818
24,-0.11261,-0.1313,-0.17505
25,-0.13588,-0.15347,-0.17039
26,-0.14676,-0.11014000000000003,-0.171
27,-0.16978,-0.13410999999999998,-0.17231
28,-0.11925,-0.10071,-0.17286
29,-0.12755999999999998,-0.11125,-0.18056
30,-0.13193,-0.10629,-0.1791
31,-0.13117,-0.08875,-0.19064
32,-0.15299,-0.12119,-0.18173
33,-0.14628,-0.11787,-0.17937999999999998
34,-0.15425,-0.11696,-0.15657
35,-0.1441,-0.10107,-0.18095
36,-0.12563,-0.11103,-0.18356
37,-0.14958,-0.12132,-0.17424
38,-0.11583,-0.10833,-0.17472
39,-0.15017,-0.11456,-0.17615
40,-0.15128,-0.13952,-0.18146
41,-0.15632,-0.12541,-0.19115
42,-0.1566,-0.14002,-0.18871
43,-0.1364,-0.10786,-0.18437
44,-0.13158,-0.14823,-0.17497
45,-0.15073,-0.14432,-0.1873
46,-0.14712,-0.1276,-0.18749
47,-0.14826,-0.14434,-0.1858
48,-0.16084,-0.14482,-0.17335
49,-0.14756,-0.15902,-0.18645
50,-0.14758,-0.14135,-0.18422
51,-0.14389000000000002,-0.13385,-0.1766
52,-0.15727,-0.10169,-0.16924
53,-0.13169,-0.11562,-0.1755
54,-0.12745,-0.1603,-0.19993
55,-0.13179000000000002,-0.15036,-0.20207
56,-0.13696,-0.14583,-0.19251
57,-0.12775999999999998,-0.17678,-0.19384
58,-0.1684,-0.13821,-0.18756
59,-0.14735,-0.17615999999999998,-0.2099
60,-0.13460999999999998,-0.12814,-0.18859
61,-0.13726,-0.14809,-0.18753
62,-0.14869000000000002,-0.13299,-0.17997
63,-0.14244,-0.14262,-0.19731
64,-0.14429,-0.15055,-0.18505
65,-0.13535999999999998,-0.13992000000000002,-0.18468
66,-0.12639,-0.1207,-0.20702
67,-0.16430999999999998,-0.13252,-0.21858
68,-0.15394000000000002,-0.15299,-0.21217
69,-0.16465,-0.15200999999999998,-0.2296
70,-0.16135,-0.12024,-0.22735
71,-0.15875999999999998,-0.14357,-0.23275
72,-0.15403,-0.15932000000000002,-0.22615
73,-0.15534,-0.16255999999999998,-0.23224
74,-0.14204,-0.14448,-0.23509
75,-0.17027,-0.1705,-0.25014000000000003
76,-0.13838,-0.14974,-0.24944
77,-0.17687999999999998,-0.16292,-0.25094
78,-0.16812,-0.16427999999999998,-0.25424
79,-0.1707,-0.15680999999999998,-0.25372
80,-0.17537,-0.15465,-0.24247
81,-0.16384,-0.16034,-0.25753000000000004
82,-0.1685,-0.17654,-0.25704
83,-0.16933,-0.15755,-0.23858
84,-0.15750999999999998,-0.14870999999999998,-0.25161
85,-0.13649,-0.12857000000000002,-0.24849
86,-0.1668,-0.13061,-0.25225
87,-0.14716,-0.16427999999999998,-0.24483
88,-0.19287,-0.12832000000000002,-0.22564
89,-0.17892,-0.12826,-0.22667
90,-0.15192,-0.13358,-0.23819
91,-0.14198,-0.12472,-0.24559
92,-0.13434,-0.12852,-0.24184
93,-0.13921,-0.12796,-0.24402
94,-0.14203,-0.11592,-0.24126
95,-0.1101,-0.13910999999999998,-0.26263000000000003
96,-0.15714,-0.11015,-0.24528000000000005
97,-0.15035,-0.10651,-0.2425
98,-0.12326,-0.12174,-0.22919
99,-0.15119000000000002,-0.12032,-0.24648
100,-0.13985999999999998,-0.11512,-0.2425
101,-0.15374000000000002,-0.1127,-0.2305
102,-0.14256,-0.10935999999999997,-0.23159
103,-0.16501,-0.10698,-0.23119
104,-0.15004,-0.1096,-0.23485
105,-0.1074,-0.12014,-0.24034
106,-0.15162,-0.12435,-0.22516
107,-0.11941,-0.13093,-0.22818
108,-0.15353,-0.08379,-0.2297
109,-0.18186,-0.0943,-0.2261
110,-0.14653,-0.1114,-0.22829
111,-0.15833,-0.11449,-0.23194
112,-0.1306,-0.13146,-0.2385
113,-0.132,-0.12120999999999997,-0.2379
