,fore-aft,lateral,normal
0,0.49649,0.23444,0.18116
1,0.4478,0.24206,0.16388
2,0.45956,0.24335,0.17032
3,0.48354,0.2495,0.19225
4,0.49436,0.25645,0.17906
5,0.46225,0.26804,0.19564
6,0.47781,0.25082,0.18443
7,0.48502,0.22782,0.19431
8,0.45648,0.23602,0.1818
9,0.47037,0.24169,0.18696
10,0.44303,0.27979,0.18326
11,0.48069,0.24456,0.18578
12,0.46868,0.23812,0.20412
13,0.42127,0.2472,0.17513
14,0.45877,0.25438,0.1759
15,0.46321,0.2466,0.17057999999999998
16,0.46504,0.25942,0.18498
17,0.44962,0.26922,0.17712999999999998
18,0.46714,0.23811,0.19229
19,0.44255,0.23093,0.19791
20,0.48467,0.22281,0.18829
21,0.47695,0.25709,0.17736
22,0.46548,0.25735,0.20255
23,0.46179,0.2469,0.19054
24,0.48602,0.23222,0.18377
25,0.49784,0.24023000000000005,0.18873
26,0.46054,0.23475,0.18488
27,0.46508,0.23253,0.18551
28,0.45195,0.24441,0.18425
29,0.45838,0.23622,0.18588
30,0.46272,0.26504,0.18713
31,0.42942,0.2618,0.19369
32,0.4623600000000001,0.243,0.18023
33,0.4724,0.26081,0.19091
34,0.48522,0.24388,0.18399
35,0.45563,0.22299,0.19485
36,0.45052,0.22915,0.17997
37,0.46465,0.23772,0.19065
38,0.46293,0.22681,0.18674
39,0.4769600000000001,0.22736,0.1918
40,0.45608,0.22774,0.18691
41,0.44884,0.20537,0.18852
42,0.44409,0.23235,0.1731
43,0.48443,0.24373000000000006,0.18366
44,0.49784,0.24921,0.18321
45,0.44209,0.26,0.18603
46,0.4578,0.2392,0.18332
47,0.46365,0.22004,0.19711
48,0.48522,0.2371,0.18695
49,0.47809,0.25747,0.17482
50,0.46517,0.24003,0.18255
51,0.45061,0.24245,0.18737
52,0.47245,0.22034,0.20004
53,0.48392,0.25887,0.17282999999999998
54,0.49302,0.24099,0.1926
55,0.47467,0.22519,0.1817
56,0.4444,0.24793,0.19325
57,0.45353,0.24601,0.17908
58,0.44595,0.25546,0.18926
59,0.44957,0.24195,0.19186
60,0.4329,0.23087,0.20321
61,0.45311,0.25333,0.18907
62,0.4828,0.2639,0.18387
63,0.50158,0.23672,0.19964
64,0.4603100000000001,0.24209,0.18505
65,0.48472,0.25373,0.19911
66,0.47195,0.2426,0.18533
67,0.4749100000000001,0.24891,0.17219
68,0.47694,0.2213,0.18396
69,0.50302,0.23031,0.19045
70,0.4843,0.25397,0.16574
71,0.46261,0.2179,0.1818
72,0.4585,0.21973,0.19633
73,0.47976,0.24186,0.18489
74,0.4925100000000001,0.22098,0.19625
75,0.47917,0.23617,0.19204
76,0.46372,0.24849,0.1902
77,0.49189,0.2506,0.18993
78,0.46303,0.24181,0.18725
79,0.47958,0.21212,0.19168
80,0.45398,0.22624,0.18916
81,0.48302,0.23861,0.18972
82,0.45497,0.2475,0.18472
83,0.43927,0.25581,0.183
84,0.4637,0.22581,0.18627
85,0.4843,0.25174,0.18907
86,0.47377,0.24112,0.19014
87,0.48108,0.2188,0.2018
88,0.46235,0.24137,0.17872000000000002
89,0.44639,0.23314,0.20342
90,0.4762,0.23339,0.18975
91,0.46871,0.25073,0.18541
92,0.46959,0.244,0.19529
93,0.48462,0.23932,0.18841
94,0.44401,0.24174,0.19302
95,0.48309,0.23763,0.1868
96,0.45299,0.26058000000000003,0.16810999999999998
97,0.46252,0.24115,0.19103
98,0.47917,0.22248,0.18612
99,0.47861,0.23113000000000006,0.19672
100,0.44627,0.23885,0.21175
101,0.46779,0.27444,0.1808
102,0.46522,0.25394,0.19733
103,0.49872,0.2645,0.20229
104,0.47258,0.21703000000000006,0.19546
105,0.45632,0.2404,0.17702
106,0.46483,0.24151,0.18941
107,0.48362,0.25409,0.19368
108,0.4371100000000001,0.25529,0.18626
109,0.467,0.24671,0.18952
110,0.48688,0.22898,0.19187
111,0.46919,0.24443,0.18301
112,0.4693100000000001,0.2279,0.18917
113,0.44654,0.23851,0.18012999999999998
114,0.44394,0.20458,0.19047
