,fore-aft,lateral,normal
0,0.5836,0.5822,-1.65512
1,0.5939300000000001,0.5423899999999999,-1.66325
2,0.5702699999999999,0.57219,-1.66921
3,0.55955,0.6056,-1.65524
4,0.5918399999999999,0.58939,-1.67595
5,0.5845899999999999,0.5950300000000001,-1.66019
6,0.5746899999999999,0.61287,-1.67425
7,0.58924,0.61166,-1.6770900000000002
8,0.59818,0.61083,-1.65617
9,0.55556,0.6260899999999999,-1.66723
10,0.5704199999999999,0.6118399999999999,-1.6689
11,0.54725,0.6466,-1.66537
12,0.56931,0.63261,-1.6545900000000002
13,0.58454,0.57824,-1.6656799999999998
14,0.57411,0.6046699999999999,-1.6841
15,0.54406,0.5828,-1.67983
16,0.59404,0.62607,-1.6838799999999998
17,0.57052,0.62951,-1.6773900000000002
18,0.5685100000000001,0.61885,-1.65872
19,0.58132,0.66452,-1.66176
20,0.5645899999999999,0.63672,-1.6690200000000002
21,0.57081,0.64913,-1.66113
22,0.55833,0.63526,-1.6726299999999998
23,0.5653100000000001,0.62179,-1.65946
24,0.58894,0.61031,-1.6655099999999998
25,0.55986,0.6058899999999999,-1.64883
26,0.57598,0.62052,-1.6497
27,0.56706,0.63431,-1.65887
28,0.5808,0.62026,-1.6562599999999998
29,0.5989800000000001,0.62817,-1.65865
30,0.5703,0.62873,-1.65355
31,0.5784600000000001,0.59636,-1.67134
32,0.60278,0.62942,-1.68114
33,0.57475,0.63852,-1.66969
34,0.58485,0.6228899999999999,-1.6852900000000002
35,0.57613,0.61912,-1.67878
36,0.54482,0.62233,-1.67359
37,0.57417,0.6513,-1.70855
38,0.54807,0.6643899999999999,-1.7078099999999998
39,0.5877100000000001,0.64178,-1.7099799999999998
40,0.58501,0.66401,-1.7048599999999998
41,0.5936899999999999,0.65817,-1.71278
42,0.61948,0.6763899999999999,-1.70599
43,0.6075,0.64568,-1.7151299999999998
44,0.59373,0.64852,-1.6879
45,0.59267,0.61237,-1.6992599999999998
46,0.5814600000000001,0.64625,-1.7018099999999998
