,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele,fore-aft,lateral,normal
0,61.93226688181397,69.70468563702602,47.38329755321053,0.06954,-0.19941,1.3268
1,62.82003573562694,68.88608617055199,49.099533457172136,0.10036,-0.2063,1.3292700000000002
2,64.08097032150597,69.10869291428855,45.2020325109611,0.0863,-0.25352,1.33566
3,62.548157108653925,69.41968714438983,48.27098828438011,0.08672,-0.21941,1.35273
4,62.457580778532254,69.08818283432679,46.6331603996065,0.09338,-0.18993,1.33533
5,62.765573799512794,69.00633682845547,48.0851401341664,0.08148999999999999,-0.21319,1.31664
6,62.70688311275421,68.84995581230709,51.639729522934466,0.0743,-0.21743,1.3494
7,63.741941642490595,68.60824502061375,53.04878971057913,0.10873,-0.23934,1.33539
8,63.572998050571115,67.90342933457461,48.76014782857885,0.10068,-0.2064,1.33026
9,63.965468030599496,68.91791623179543,47.7303895336694,0.09071,-0.19257,1.31489
10,64.70911189959018,69.55728626799575,45.82041245576383,0.10742,-0.20096,1.33037
11,64.17524983537804,72.12025623444559,51.195933730676266,0.10158,-0.18366,1.31485
12,64.52007746765706,70.37195965075195,51.091624598677775,0.10187,-0.19023,1.3243
13,65.07357762707571,69.07036215052861,48.27951693540368,0.08649,-0.19563,1.30408
14,64.70621773033592,69.43194132440878,42.22787347821796,0.11384,-0.21502,1.30749
15,65.37913861609563,69.26703862812136,45.62107374729519,0.11504,-0.18735,1.32112
16,65.17753123602955,68.46940995859708,45.992246092957856,0.1085,-0.20968,1.31668
17,65.58728738178934,69.39314430901398,45.60019013555422,0.09373,-0.21581,1.31675
18,65.60790615682636,67.9368600221451,49.3145800794591,0.08868999999999999,-0.20084,1.32368
19,67.11756768111445,67.96363545221061,49.57296032663135,0.12650999999999998,-0.18979,1.31097
20,68.09542588502559,67.55383181916541,50.7532129330634,0.11404,-0.18698,1.3185
21,67.47779353937243,68.14525099912979,50.15071526620993,0.11153,-0.21377,1.3143200000000002
22,67.07954618026443,68.5888973955834,48.16753934541131,0.0855,-0.20916,1.32497
23,67.9998082102189,69.50436537349825,46.811240096375144,0.1007,-0.20064,1.32257
24,68.03611985499292,69.0158664763216,50.63880120706509,0.08192,-0.17059000000000002,1.33023
25,68.63148974250683,66.47675779294785,49.936975174295476,0.09979,-0.20698000000000005,1.31159
26,68.42038276825762,66.98005914353914,49.41518768094332,0.11139,-0.19669,1.3259299999999998
27,69.28609816815576,67.08502130540329,46.69309915216957,0.10981,-0.17043,1.3251
28,69.2927309510262,66.0613565072316,52.59035235388338,0.11102,-0.18592,1.3206
29,69.22861372366832,68.26532217182239,51.0596803609131,0.08521000000000001,-0.1475,1.31548
30,69.66815481325564,64.62871352410694,57.7871487914164,0.09295,-0.18595,1.33913
31,69.51388617915714,64.1685893806645,52.597545884079686,0.09306,-0.16645,1.3592799999999998
32,71.13889572481149,64.67588718402841,47.43909342421793,0.09007000000000001,-0.19606,1.38758
33,70.57578997292883,64.40046529343947,54.15633122323409,0.06488,-0.21583,1.41845
34,70.54639560149855,63.46433585942194,50.59445786059126,0.06811,-0.21406,1.41765
35,69.58157936156479,63.220317587221224,54.43930483500493,0.03696,-0.18344,1.42287
36,68.82929948268466,63.702368912146326,52.33974120285552,0.03558,-0.19537,1.4376
37,68.81060181409542,64.33567332865276,54.196317425168935,0.01138,-0.15723,1.43404
38,67.82756822620102,64.25078176594684,50.5082700453413,0.01152,-0.18057,1.43416
39,66.03220417029999,64.31877399011104,50.6831144460904,-0.03608,-0.18668,1.44455
40,66.79466947847634,62.96045275704997,48.61880649101764,-0.04213,-0.18093,1.45927
41,65.75759699528544,62.992982284683826,57.516099108815745,-0.052320000000000005,-0.19455,1.46836
42,63.875613169545915,61.07073839467808,56.761558795502005,-0.0911,-0.15976,1.46371
43,63.20955936829709,60.47230975361524,54.83486320744447,-0.09843,-0.19754,1.49808
44,62.558808896271884,60.538354386428594,54.49041372323568,-0.12133,-0.20873000000000005,1.55578
45,61.8730873392406,60.870683570880566,53.733765706537596,-0.17277,-0.20107,1.5810799999999998
46,61.11474041504215,60.285374103459844,47.47092520607411,-0.22148,-0.19719,1.59238
47,60.7127077765137,61.0573482271014,50.543873165046904,-0.25113,-0.2088,1.60494
48,59.38689582914507,59.532855540107384,56.011072275954426,-0.31852,-0.27041,1.6627
49,58.4276144840006,60.26574014982376,53.64890787113306,-0.37951,-0.2508,1.71458
50,57.335055766139575,61.63932143033942,58.02274758227613,-0.43847,-0.26352,1.73256
51,56.94784789884776,60.08649810810255,52.72795927126195,-0.4855100000000001,-0.26113000000000003,1.7634599999999998
