pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.490578,-0.37145300000000003,13.541082000000001
,,,,,,,,,,,,,,,5.4658739999999995,-0.35091500000000003,13.540423
,,,,,,,,,,,,,,,5.461982,-0.37048000000000003,13.560998000000001
,,,,,,,,,,,,,,,5.436967,-0.374262,13.577891000000001
,,,,,,,,,,,,,,,5.4253290000000005,-0.35262,13.552574
,,,,,,,,,,,,,,,5.41341,-0.34024499999999996,13.571187
,,,,,,,,,,,,,,,5.418897,-0.343323,13.570607999999998
,,,,,,,,,,,,,,,5.416701,-0.343896,13.559126999999998
,,,,,,,,,,,,,,,5.435879,-0.29944299999999996,13.522082000000001
,,,,,,,,,,,,,,,5.4565790000000005,-0.275535,13.490542000000001
,,,,,,,,,,,,,,,5.4479940000000004,-0.277485,13.508498999999999
,,,,,,,,,,,,,,,5.442695,-0.290173,13.527057999999998
,,,,,,,,,,,,,,,5.452629,-0.25604299999999997,13.490371
,,,,,,,,,,,,,,,5.444077,-0.26197600000000004,13.492885999999999
,,,,,,,,,,,,,,,5.445255,-0.259083,13.502945
,,,,,,,,,,,,,,,5.445459,-0.267367,13.531761999999999
,,,,,,,,,,,,,,,5.445323999999999,-0.253775,13.517434
