ID,Hop Number,Hop Length,Hop Phase,Sight,Max Extension,Max Protraction,Max Elevattion,Max Flexion,Max Retraction,Max Depression,Phase Duration (s),Initial Elb,Initial Pro/Ret,Intial Elev/Dep,Final Elb,Final Pro/Ret,Final Elev/Dep,Mean Elb,Mean Pro/Ret,Mean Elev/Dep,Hop Duration,Elb Ang Vel,HPR Ang Vel,HED Ang Vel,Hop Duration (s),Max Extension-Max Flexion
Zeus,35,M,Forelimb LO,Blind,85.72318943,31.78818569,120.1327181,56.3474384,5.173517958,99.28206759,58,85.72318943,12.90850599,104.6788699,56.3474384,28.31969708,120.1327181,69.5263042,16.20863307,107.2184622,236,253.239233,-132.8550956,-133.2228297,0.116,
Zeus,35,M,Impact Prep,Blind,102.228099,88.58355984,134.11286,55.7199824,29.26329416,116.9954992,69,56.82080992,29.94707024,121.0509747,94.67751663,80.20893165,118.5122817,76.6722944,64.29629427,126.3908366,236,-274.3239617,-364.216387,18.3963261,0.138,
Zeus,35,M,Landing,Blind,92.1231398,79.15844767,147.0629078,50.42419689,29.23124983,116.3523939,42,92.1231398,78.98719412,124.2438571,78.11481241,31.28373118,116.3523939,64.67041274,49.9630012,134.0336822,236,166.7658023,567.8983683,93.94599134,0.084,
Zeus,36,M,Initiation,Blind,108.3863761,26.92539152,119.5729332,58.51336022,10.31848519,105.3077003,71,59.36962725,24.43804957,117.342086,104.7381658,23.94531293,110.334536,83.87400858,19.48045085,114.2238958,196,-319.4967503,3.46997636,49.34894371,0.142,
Zeus,36,M,Forelimb LO,Blind,102.9451513,58.56639058,145.6000896,65.61206273,11.04892041,109.4004798,61,102.9451513,26.97756095,116.1205924,70.85163599,57.01510354,145.6000896,80.76293675,33.62542869,126.9726216,196,263.0616007,-246.2093655,-241.6352228,0.122,
Zeus,36,M,Impact Prep,Blind,85.45155923,75.0691404,147.216672,72.31653367,59.81589147,137.047939,20,72.80787955,59.81589147,142.0310604,83.57637829,74.67135182,145.9071735,79.30713267,67.96620011,141.7051162,196,-269.2124684,-371.3865087,-96.90282794,0.04,
Zeus,36,M,Landing,Blind,86.7682585,77.5627883,157.3138076,42.63216764,8.790882142,109.8944024,44,83.55855689,83.55855689,83.55855689,81.70105685,12.59561369,113.1666216,64.66919154,29.8251361,126.1614589,196,21.10795497,806.3970818,-336.4552807,0.088,
Zeus,38,SM,Initiation,Blind,91.16234963,26.49014523,116.2486671,78.86833301,9.65900701,106.2141319,43,78.86833301,21.58085646,111.357595,83.7019314,11.15431262,110.7101138,85.55174429,17.64423315,111.4398173,181,-56.20463239,121.2388819,7.528850439,0.086,
Zeus,38,SM,Forelimb LO,Blind,84.80780861,47.66170022,136.9475159,62.99457258,11.56139737,107.5398795,59,84.80780861,15.46071263,110.9579047,65.75896537,46.89624529,134.7344928,71.61573588,26.35354675,120.761541,181,161.4308749,-266.4028191,-201.4965089,0.118,
Zeus,38,SM,Impact Prep,Blind,89.89717562,78.38363005,141.6092154,65.15194221,44.33281761,121.9198407,47,65.15194221,44.33281761,138.7524835,81.44720989,76.85998024,136.4503476,75.64269697,64.42812564,133.588245,181,-173.3539115,-346.0336451,24.49080727,0.094,
Zeus,38,SM,Landing,Blind,82.79545612,76.17831961,156.7661675,41.84897156,22.37320009,117.9673429,32,78.83402334,75.91491884,141.1071456,82.79545612,22.45096448,118.5023239,57.7512512,43.19440955,133.0424577,181,-61.8973872,835.3742868,353.2003404,0.064,
Zeus,41,L,Initiation,Blind,84.34379451,19.25179232,115.9109903,61.6183715,4.585787748,100.6227984,54,61.6183715,19.25179232,115.9109903,80.9335786,4.585787748,104.4065486,74.3354398,12.96648396,110.0056568,201,-178.8445101,135.7963387,106.5226078,0.108,
Zeus,41,L,Forelimb LO,Blind,80.46112347,52.1799369,139.6089794,57.09323578,2.620718374,101.9979704,78,80.46112347,9.386644361,104.5320051,64.89463248,51.4427532,132.2044234,66.83986178,23.73830662,116.9679772,201,99.78519863,-269.5904413,-177.3872966,0.156,
Zeus,41,L,Impact Prep,Blind,92.41601993,76.11973367,141.1479418,64.97837739,49.69116144,123.4318222,34,64.97837739,49.69116144,141.1479418,84.17706854,72.02094488,138.0476625,81.36821066,66.70314314,134.1428227,201,-282.3336935,-328.3791682,45.59234307,0.068,
Zeus,41,L,Landing,Blind,79.80987092,70.91354155,151.478159,44.92617065,37.10046926,132.9691417,35,79.64370706,70.91354155,150.4432313,76.80505537,41.26768482,140.6712281,61.28147749,47.85120759,140.987554,201,40.552167,423.512239,139.6000454,0.07,
Zeus,42,M,Initiation,Blind,92.23766511,28.52526739,122.9616666,62.87474786,14.36973599,105.3023993,63,62.87474786,22.12641273,120.3393644,90.4739404,14.36973599,108.1192363,76.97143743,21.18335276,115.1166812,211,-219.0412106,61.5609265,96.9851439,0.126,
Zeus,42,M,Forelimb LO,Blind,89.75569373,62.44983352,143.3262486,63.89729204,8.174703438,104.4246583,78,89.75569373,13.32631486,106.4557256,73.50783916,61.00400951,130.0996817,74.10220808,27.54508761,119.7306105,211,104.1529139,-305.6262477,-151.5638213,0.156,
Zeus,42,M,Impact Prep,Blind,96.54978597,80.49175144,141.1982067,73.90938558,60.68372822,122.4177626,30,75.44405465,62.06076909,127.6736606,87.01890601,77.8130209,132.4716155,85.6712227,72.47285106,131.5781115,211,-192.9141893,-262.5375302,-79.96591626,0.06,
Zeus,42,M,Landing,Blind,89.95099675,74.43195336,157.1983577,44.99402039,30.21543981,123.145412,40,83.74564116,73.04061796,134.9459148,86.02345426,30.66364531,123.145412,66.6881144,45.19983315,137.3105539,211,-28.47266376,529.7121581,147.5062844,0.08,
Zeus,43,M,Initiation,Blind,102.9935034,41.29810717,123.0918844,49.10925429,15.52384884,103.7646313,95,49.10925429,36.17941474,120.2617959,93.25277401,22.45856363,115.157764,78.43809281,31.73072333,114.8528804,211,-232.3343143,72.21500583,26.86332613,0.19,
Zeus,43,M,Forelimb LO,Blind,94.00613598,71.65096482,140.0138736,76.07308732,19.83059332,115.9232545,46,94.00613598,21.59997303,116.9054189,83.22389096,71.65096482,136.8384599,81.91514884,43.77308859,129.6507786,211,117.1983154,-544.0325194,-216.6634892,0.092,
Zeus,43,M,Impact Prep,Blind,96.67238651,82.42025131,145.5389461,80.92576664,67.86866035,125.3071528,20,82.0615964,67.86866035,139.576266,93.29345702,82.42025131,126.857543,89.5030579,76.12489116,133.5560934,211,-280.7965155,-363.789774,317.9680744,0.04,
Zeus,43,M,Landing,Blind,92.49653518,79.85901521,150.1548486,50.4987087,30.81013929,119.8355213,50,91.28894654,79.85901521,135.5686844,86.36777389,31.96880665,119.8355213,73.78418314,44.97310386,134.4134563,211,49.21172656,478.9020856,157.3316313,0.1,
Zeus,44,SM,Initiation,Blind,114.3399721,32.60391482,120.2193873,49.43553524,12.22363006,102.1824878,88,50.11057712,26.61993513,119.2223311,114.3399721,12.22363006,102.9531061,79.9101609,25.51169413,113.7992752,216,-364.939744,81.7971879,92.43877824,0.176,
Zeus,44,SM,Forelimb LO,Blind,112.7779628,50.90278903,138.5192646,74.66975063,9.522101807,103.3413763,52,109.202056,13.04741541,106.9654775,74.66975063,50.49475387,137.0067184,93.80841127,24.54120401,119.3434698,216,332.0413981,-360.0705621,-288.8580849,0.104,
Zeus,44,SM,Impact Prep,Blind,96.49556676,76.80766341,137.9876862,75.17458371,49.32351394,116.5010344,33,75.17458371,51.0462821,137.9876862,92.35584008,71.40435118,119.5691697,83.95582043,65.71451958,128.3370653,216,-260.3220663,-308.4555921,279.0684318,0.066,
Zeus,44,SM,Landing,Blind,88.61324474,71.62030699,150.6782335,49.14754223,35.89970684,126.2502954,43,88.61324474,71.62030699,126.2502954,72.85473581,35.89970684,129.4230602,63.49603217,47.41757431,134.9400062,216,183.2384759,415.3558157,-36.89261353,0.086,
Zeus,45,M,Initiation,Blind,109.7598012,37.43243579,129.4230602,54.00872431,14.61357296,96.45128318,114,72.85473581,35.89970684,129.4230602,107.0808373,20.70266469,102.7666611,81.0955567,29.14649889,112.0387712,227,-150.1144801,66.65369366,116.9140308,0.228,
Zeus,45,M,Forelimb LO,Blind,105.2379899,59.12073125,135.4628397,73.55871916,20.21417379,105.7506817,36,103.2830532,21.16588265,107.1712871,73.55871916,57.1119776,126.7722071,87.28811577,35.82171148,120.9620131,227,412.837973,-499.2513188,-272.2349987,0.072,
Zeus,45,M,Impact Prep,Blind,95.39211519,77.67972597,140.8417765,74.56772293,57.18961949,121.1218076,38,75.94374382,57.18961949,131.0347014,86.7227646,73.5144929,129.4844473,82.8071557,68.95386151,129.3060412,227,-141.8292208,-214.8009659,20.39807995,0.076,
Zeus,45,M,Landing,Blind,84.18920685,73.33042857,154.3483909,48.72398851,40.28228058,126.7576874,39,82.62133067,71.69506124,134.0053534,84.18920685,40.28228058,126.7576874,64.15813546,52.31139837,142.1371877,227,-20.10097663,402.7279572,92.91879559,0.078,
Zeus,46,ML,Initiation,Blind,106.8267924,30.30697905,114.0395808,56.19010739,2.120874913,93.56138281,56,56.19010739,29.0124316,112.03938,106.6107787,3.168613451,99.21264075,78.25622468,20.53043008,105.5670421,181,-450.1845656,230.7483764,114.5244572,0.112,
Zeus,46,ML,Forelimb LO,Blind,105.7589831,52.00628805,134.8668531,71.36135889,0.599960934,92.90941562,51,105.749288,1.750411473,96.66940554,71.36135889,50.86911604,134.8668531,89.50514139,19.76145709,110.0122603,181,337.1365601,-481.5559271,-374.4847803,0.102,
Zeus,46,ML,Impact Prep,Blind,92.63987439,74.90799677,137.6000497,72.99229674,54.31634622,117.4904469,33,74.30675997,54.31634622,131.2201605,83.66490822,63.57654202,125.1091755,80.97424746,65.14064501,129.0827785,181,-141.7901249,-140.305997,92.59068245,0.066,
Zeus,46,ML,Landing,Blind,106.0933296,66.9639868,144.0086739,54.20844492,22.50330951,112.5326448,41,85.87464371,66.9639868,125.0968004,105.897167,22.50330951,112.5326448,77.96947521,35.76291603,126.3392935,181,-244.1771139,542.2033816,153.2214102,0.082,
Zeus,47,M,Initiation,Blind,120.9620922,26.76843507,114.1232354,54.6653481,10.52511846,98.96646075,68,54.6653481,17.23473278,109.3497866,120.9620922,11.50654859,98.96646075,82.98348059,20.23649052,108.0565613,191,-487.4760598,42.11900141,76.34798405,0.136,
Zeus,47,M,Forelimb LO,Blind,118.1366641,51.70124384,132.1395555,86.94670966,5.600987111,96.77387036,55,117.3270126,12.56906971,101.5733066,86.94670966,51.70124384,126.9557668,102.0648678,22.13702188,111.0713403,191,276.1845725,-355.7470375,-230.7496381,0.11,
Zeus,47,M,Impact Prep,Blind,111.3555088,71.94472152,132.4976843,88.64091001,54.61501601,115.8106978,42,88.64091001,54.61501601,129.2677398,96.6595938,59.97543661,132.4976843,100.1794768,66.33010455,124.9848105,191,-95.46052127,-63.81453099,-38.45172067,0.084,
Zeus,47,M,Landing,Blind,92.70324414,56.95945555,135.3736832,53.56955729,31.00452865,124.1309682,26,92.70324414,56.95945555,126.267506,56.96422734,32.74601999,128.1922658,63.55716368,40.64664656,129.4280304,191,687.2887847,465.6429914,-37.01461265,0.052,
Zeus,48,SM,Initiation,Blind,87.97983327,38.91628745,119.5341689,51.59477302,18.60818529,101.0397936,75,51.59477302,36.47353577,117.0838386,86.90153416,21.84165417,101.0397936,70.46370955,33.22188773,111.1641921,201,-235.3784076,97.54587737,106.9603001,0.15,
Zeus,48,SM,Forelimb LO,Blind,85.0635688,47.90753718,138.8264054,65.98545999,17.64256809,106.6586549,47,84.07949095,19.90299183,110.7101728,67.43489393,46.34720065,138.8264054,74.14884121,26.6037367,118.5925608,201,177.0701811,-281.3213704,-299.1088576,0.094,
Zeus,48,SM,Impact Prep,Blind,95.50953736,81.00871934,144.941529,66.75252349,46.48627568,125.5409125,46,67.69282896,46.48627568,137.9482218,81.04816665,71.54439939,140.7628132,80.17439339,67.87878908,134.3981751,201,-145.166714,-272.3709099,-30.59338426,0.092,
Zeus,48,SM,Landing,Blind,78.59827831,70.26536794,153.0711601,44.94607494,25.09510067,118.9072767,33,78.59827831,69.59921929,141.8397832,75.81165676,27.30577684,118.9072767,57.29298202,44.22005971,139.2077886,201,42.22153873,640.8097341,347.462219,0.066,
Zeus,49,L,Initiation,Blind,107.6851955,30.9764647,123.3918828,52.24521058,10.98028686,103.3354316,71,53.93361481,26.25454691,123.1503347,107.1073872,14.74525555,105.0474913,80.42126282,22.04763198,112.7404146,191,-374.4631861,81.0513476,127.4848123,0.142,
Zeus,49,L,Forelimb LO,Blind,107.0471718,59.89423644,142.9616676,71.47644728,9.541479284,103.7072195,52,107.0471718,9.732210696,104.8668863,71.47644728,59.89423644,136.9610413,85.47849228,32.18271493,119.0501834,191,342.0261977,-482.3271706,-308.5976444,0.104,
Zeus,49,L,Impact Prep,Blind,88.30046053,73.69310249,140.9906586,72.58405813,59.33290837,122.2246615,23,72.58405813,59.33290837,136.9761352,84.07529995,70.71700674,140.9906586,82.32465899,69.09174078,131.6997584,191,-249.8096048,-247.4803992,-87.27224658,0.046,
Zeus,49,L,Landing,Blind,81.26522327,69.45929447,143.4937233,46.18699692,18.06126084,113.4170105,45,81.26522327,69.45929447,139.5468227,76.79051995,23.0275731,116.4717156,64.23268997,37.58810545,129.5913622,191,49.7189258,515.9080153,256.3900787,0.09,
Zeus,50,SM,Initiation,Blind,102.1332709,54.98595634,118.8034221,56.50508127,36.24393636,96.31094916,66,57.75003873,41.32134345,112.0468799,102.1332709,36.24393636,99.83433605,77.12415456,47.79498445,108.5691879,211,-336.2366076,38.46520522,92.51927146,0.132,
Zeus,50,SM,Forelimb LO,Blind,101.7004637,36.85308216,103.0785155,96.51445134,28.55314413,96.68591255,7,101.7004637,36.35470127,99.69762392,98.53958833,32.64862677,99.86151087,98.33751406,33.58669894,100.0106813,211,225.7768154,264.7196069,-11.70621068,0.014,
Zeus,50,SM,Impact Prep,Blind,104.2769943,87.36368524,135.8098221,68.40770629,24.19594456,94.4894253,105,97.04920908,29.83979225,94.4894253,83.73968079,79.31520646,129.6907659,84.50268278,53.11138467,117.4075013,211,63.37870612,-235.5972105,-167.6254314,0.21,
Zeus,50,SM,Landing,Blind,81.1410367,79.94390493,149.1854614,44.69689747,45.39287402,126.2010906,33,81.1410367,79.94390493,142.8617827,65.32891976,46.21384694,126.2010906,56.32791273,58.06320679,137.8288524,211,239.5775295,511.0614847,252.4347279,0.066,
Talos,2,SM,Initiation,Sighted,99.87608078,72.0683314,140.1729736,70.9686967,54.73762514,115.2325317,66,71.32303097,63.9577071,140.1729736,99.87608078,54.73762514,117.2360073,83.49444456,66.45096638,127.4406147,186,-216.3109834,69.84910574,173.7648957,0.132,
Talos,2,SM,Forelimb LO,Sighted,96.06396946,73.81444071,143.5085506,71.63027661,53.34013342,119.0342754,29,96.06396946,54.85766319,119.0342754,71.63027661,73.81444071,143.2156049,83.69059616,60.72187468,132.9486485,186,421.2705664,-326.8409917,-416.9194732,0.058,
Talos,2,SM,Impact Prep,Sighted,118.1286155,109.037688,146.581344,72.6818252,76.18358656,122.6361654,46,72.6979772,76.18358656,142.5592056,105.4738239,102.9158084,127.730882,94.90384423,96.64453239,135.4586737,186,-356.2592031,-290.5676291,161.1774301,0.092,
Talos,2,SM,Landing,Sighted,103.2769194,100.0985087,146.0941553,59.22656776,49.02705612,127.1660008,45,103.2769194,100.0985087,127.1660008,85.1840078,49.08631256,130.9975305,74.55944411,65.6663863,136.2600885,186,201.0323514,566.8021794,-42.57255314,0.09,
Talos,3,M,Initiation,Sighted,116.6608368,52.64099335,130.2417759,107.992485,42.74157419,120.9380659,27,107.992485,52.64099335,130.2417759,116.4046402,42.74157419,120.9380659,113.0325007,48.66348867,125.1451576,175,-155.7806513,183.322577,172.2909263,0.054,
Talos,3,M,Forelimb LO,Sighted,115.371357,70.08208045,149.1275242,71.7629779,40.06686385,122.7605254,47,115.371357,42.72531691,122.7605254,71.7629779,68.08638618,149.1275242,93.08450111,50.26543453,133.2640276,175,463.9189269,-269.7986093,-280.4999875,0.094,
Talos,3,M,Impact Prep,Sighted,122.2858859,110.6780544,151.4179789,73.5965347,66.21581671,117.6921073,62,74.32474619,66.21581671,149.3637714,107.0923893,105.9183896,131.4913679,94.95649902,94.13283681,135.8054302,175,-264.2551862,-320.1820393,144.1322861,0.124,
Talos,3,M,Landing,Sighted,111.9086318,105.1259575,148.0729854,85.04584807,59.51922966,128.9668733,39,109.716518,105.1259575,129.7296872,102.5122418,60.39677727,130.7487593,94.90737693,76.61681637,139.2582066,175,92.36251473,573.451028,-13.06502613,0.078,
Talos,4,SM,Initiation,Sighted,98.92933135,48.01777439,130.8972123,85.43317378,41.38161876,127.1290058,23,86.82617596,46.56206892,130.2384645,98.92933135,41.86290725,127.5635333,92.02196406,44.74299533,128.989518,166,-263.1120737,102.1556886,58.15067914,0.046,
Talos,4,SM,Forelimb LO,Sighted,97.50361276,74.36698667,151.0338822,67.07625501,41.59990723,127.5435771,37,97.50361276,42.04782887,127.5435771,67.07625501,72.78612428,150.1353252,80.96911101,55.78327131,139.3006992,166,411.1805101,-415.3823704,-305.2938939,0.074,
Talos,4,SM,Impact Prep,Sighted,110.6085287,113.9969042,155.6620088,67.86041282,73.92232835,128.5287335,62,67.97351222,73.92232835,151.61458,98.34190517,108.7799575,136.510251,91.45635223,100.6352097,139.6167162,166,-244.9063948,-281.1099126,121.8091046,0.124,
Talos,4,SM,Landing,Sighted,93.80388871,106.540811,150.927054,76.328181,68.80705162,134.9214075,44,93.80388871,106.540811,139.7849524,91.144085,68.80705162,137.6496075,84.6361997,80.98937425,143.3702851,166,30.22504206,428.7927205,24.26528301,0.088,
Talos,6,M,Initiation,Sighted,107.603389,59.90786613,127.4722887,85.8641275,50.4627575,116.0843256,35,85.8641275,59.63358873,127.4722887,107.603389,50.4627575,117.1945276,95.79964101,55.51833434,121.3849234,151,-310.5608788,131.0118747,146.8251587,0.07,
Talos,6,M,Forelimb LO,Sighted,104.8180438,64.84315725,142.9729982,72.08347846,48.2507411,119.5659091,35,104.8180438,51.70143547,119.5659091,72.08347846,63.30453066,142.9729982,86.19491551,54.07218547,129.1847909,151,467.6366475,-165.7585027,-334.3869871,0.07,
Talos,6,M,Impact Prep,Sighted,109.4104021,106.4004744,147.1102198,72.57995364,65.93367257,125.9826388,37,72.57995364,67.62623488,145.5337501,103.5446165,104.914551,129.514651,88.54766223,88.16927525,137.1912415,151,-418.4413897,-503.8961634,216.4743114,0.074,
Talos,6,M,Landing,Sighted,102.3839333,104.4713128,148.9010802,59.10566456,52.12571528,128.5264493,44,102.3839333,104.4713128,131.5818434,78.51641549,52.71709165,132.4182337,73.02159364,68.11308272,138.1245078,151,271.2217935,588.1161495,-9.504436175,0.088,
Talos,7,SM,Initiation,Sighted,132.211396,61.16236672,138.4625767,88.60625236,44.35950296,121.475591,54,88.83727135,48.82496273,133.3981036,132.211396,46.10740004,121.9748839,109.0856596,53.77816856,132.9090305,196,-401.6122649,25.16261751,105.770553,0.108,
Talos,7,SM,Forelimb LO,Sighted,130.678107,79.23134929,138.9840643,89.83299751,45.42639827,122.3022905,50,129.0549219,49.92471007,122.9536037,89.83299751,79.23134929,137.4059615,105.7505997,60.6851944,131.0007814,196,392.2192443,-293.0663921,-144.5235781,0.1,
Talos,7,SM,Impact Prep,Sighted,126.0442068,104.9841285,139.015265,91.30512035,79.80339187,118.6920751,42,91.30512035,80.73436204,137.5954485,121.6477381,103.3637595,126.0051528,111.9375007,95.81180982,127.8831119,196,-361.2216401,-269.3975888,137.9797107,0.084,
Talos,7,SM,Landing,Sighted,118.8191305,102.6192539,141.4810441,69.51970896,41.69415358,118.0434877,50,118.8191305,102.6192539,126.8235215,102.1907478,41.69415358,121.2916289,93.57489822,61.99694896,130.9238581,196,166.2838267,609.2510032,55.31892554,0.1,
Talos,8,M,Initiation,Sighted,119.0901102,77.09637528,141.4713948,91.50189581,46.40744861,119.9971891,68,91.50189581,71.85336583,141.4713948,115.5144477,48.94040088,125.5461414,108.754201,65.87973726,128.9653916,171,-176.5628815,168.4776835,117.0974509,0.136,
Talos,8,M,Forelimb LO,Sighted,114.8039307,78.24751794,142.1812739,83.9549698,47.94428859,124.6497753,30,114.8039307,48.33208774,124.6497753,83.9549698,78.24751794,142.1812739,98.12434578,58.71047608,131.4447493,171,514.1493476,-498.5905033,-292.1916443,0.06,
Talos,8,M,Impact Prep,Sighted,110.7227212,104.6011773,143.261041,85.32050966,76.28911283,126.8486873,35,85.53503348,76.28911283,142.7641308,98.24284995,98.41789886,135.0905976,97.25723229,95.11936743,135.440247,171,-181.5402353,-316.1255148,109.6219026,0.07,
Talos,8,M,Landing,Sighted,101.4088113,97.35499521,143.2907693,67.32332515,46.02293968,129.2978125,38,96.97603547,97.35499521,134.3016388,101.4088113,48.39553774,135.9898257,79.80615905,60.26730373,135.9157878,171,-58.32599728,644.2033876,-22.2129845,0.076,
Talos,9,ML,Initiation,Sighted,111.9870323,79.0485195,140.8515228,75.88006618,46.19990709,119.3432888,53,76.41897853,79.0485195,136.7771081,111.9870323,48.83460862,122.0244511,89.32647004,63.86710824,130.0700252,176,-335.5476772,285.0368951,139.1760094,0.106,
Talos,9,ML,Forelimb LO,Sighted,112.73103,79.39758475,136.4988812,80.3713647,45.65531727,121.7178025,39,112.73103,47.65272839,122.9579042,80.38042476,79.39758475,133.8943242,92.88116577,61.84466619,130.2722159,176,414.7513488,-406.985338,-140.2105133,0.078,
Talos,9,ML,Impact Prep,Sighted,112.1443461,106.4340753,138.5058187,80.9195022,80.14300693,122.6740315,48,81.84414671,80.14300693,134.3303121,102.0505733,104.4619517,133.0725489,97.43099921,95.67040965,130.5750512,176,-210.4836107,-253.3223416,13.10169928,0.096,
Talos,9,ML,Landing,Sighted,102.9677134,100.8831534,141.0670859,79.48006296,44.67668645,119.0769413,36,101.0963972,100.8831534,132.9244701,102.9657072,45.21110102,120.4357559,89.69762181,65.38218123,131.4757235,176,-25.96263853,773.2229503,173.4543642,0.072,
Talos,15,SM,Initiation,Sighted,114.6627607,54.22043523,132.621871,105.15241,50.68656919,126.5693279,23,105.15241,52.36496118,132.0256458,114.6627607,51.56047549,127.9696227,109.2171933,52.4528739,130.1920893,186,-206.7467534,17.48881943,88.17441366,0.046,
Talos,15,SM,Forelimb LO,Sighted,112.0113077,72.47868251,154.2270331,70.17314682,49.51861246,125.7553692,52,111.6216487,51.62049448,130.5482492,70.17314682,68.87819112,149.5844723,91.70410965,57.51129404,137.5277296,186,398.5432873,-165.9393907,-183.0406067,0.104,
Talos,15,SM,Impact Prep,Sighted,122.0984343,116.140135,151.4988131,70.18862052,67.92574346,125.7756469,64,70.18862052,67.92574346,148.5039926,112.584673,111.9518832,134.8201622,97.66572658,100.5535043,139.1225649,186,-331.2191599,-343.9542165,106.9049253,0.128,
Talos,15,SM,Landing,Sighted,115.5081988,111.3778045,140.0758646,73.70471981,45.68377379,128.5825437,47,115.5081988,111.3778045,130.9842213,94.03720699,45.68377379,128.5825437,89.29979733,68.57138027,134.5401708,186,228.4148068,698.8726673,25.54976197,0.094,
Talos,16,M,Initiation,Sighted,109.1610924,53.00570196,135.8518524,93.08571709,48.00394076,128.3038396,33,93.08571709,48.86478464,131.0544376,107.9379228,48.00394076,129.1171122,100.9132325,50.54056511,130.9734553,186,-225.0334201,13.04308913,29.35341529,0.066,
Talos,16,M,Forelimb LO,Sighted,106.0986415,76.5426239,151.6182306,76.2203595,49.38423134,129.9382381,47,106.0986415,51.98378875,129.9382381,77.35488699,76.5426239,147.7524195,86.86766769,59.6823948,141.3467538,186,305.7846226,-261.2642038,-189.5125679,0.094,
Talos,16,M,Impact Prep,Sighted,114.4045921,111.9537613,149.2540768,78.09574899,76.89289842,129.6311508,54,79.700901,76.89289842,144.7421047,111.3139675,111.1992159,135.1360679,95.51075591,99.25014913,140.5997266,186,-292.7135788,-317.6510874,88.94478482,0.108,
Talos,16,M,Landing,Sighted,108.4899468,109.9652246,151.1272305,82.35064367,55.06352796,134.4331397,52,108.4899468,107.8669508,140.4174827,94.28762612,55.06352796,138.767137,92.44391576,77.33773351,142.2713339,186,136.5607756,507.7252199,15.86870866,0.104,
Talos,17,SM,Initiation,Sighted,107.0786005,55.87753374,131.1138881,89.15785801,43.30480765,119.7665883,28,89.15785801,55.62720962,131.1138881,107.0786005,43.30480765,119.7665883,95.65231894,51.1111779,125.5484628,166,-320.0132587,220.0428923,202.6303542,0.056,
Talos,17,SM,Forelimb LO,Sighted,105.4157466,68.760316,146.2228671,66.14824444,40.9831076,120.2133749,38,104.5873625,46.68318145,120.6544706,66.14824444,68.70192596,146.2228671,84.24141397,52.79074744,131.8889885,166,505.7778685,-289.7203225,-336.42627,0.076,
Talos,17,SM,Impact Prep,Sighted,107.5124894,108.9497911,149.4337077,65.76563868,70.11537776,126.3844329,63,68.67426021,70.11537776,143.5399801,95.8114705,104.0389232,142.4005468,87.57324107,95.55852961,140.7782632,166,-215.3746848,-269.2344876,9.043121566,0.126,
Talos,17,SM,Landing,Sighted,95.60479233,101.8171303,150.628595,76.18572648,66.15305064,139.1180771,37,95.60479233,101.8171303,141.3426287,86.8390982,67.13953914,139.9337066,82.85439268,77.66494624,145.0437187,166,118.4553261,468.6160962,19.03948691,0.074,
Talos,18,SM,Initiation,Sighted,126.9991488,69.63170672,134.5299578,72.80687369,57.25184684,108.8968696,60,72.80687369,66.69876811,133.3873195,126.7377871,57.25184684,109.3809834,98.51994589,65.78076521,121.8096422,186,-449.424278,78.72434387,200.0528008,0.12,
Talos,18,SM,Forelimb LO,Sighted,124.3828509,80.94541832,134.3079908,90.91477594,55.24173172,109.8431984,40,122.8364231,56.89527303,113.2925,90.91477594,80.94541832,134.3079908,105.8772678,64.40945732,122.4967606,186,399.0205894,-300.626816,-262.6936339,0.08,
Talos,18,SM,Impact Prep,Sighted,119.9430799,102.9439512,134.9529378,91.02458618,81.62384703,122.4145638,36,91.02458618,81.62384703,134.9529378,117.2992424,101.6055765,125.5581358,107.4750115,94.17759899,128.0703894,186,-364.9257803,-277.5240206,130.4833616,0.072,
Talos,18,SM,Landing,Sighted,117.0335062,100.9183752,143.0180229,72.34429919,54.93240094,125.2592988,50,117.0335062,100.3158785,125.408113,107.3825403,57.15644705,132.1603642,91.12561348,71.3491192,135.7069755,186,96.50965926,431.5943142,-67.52251267,0.1,
Talos,20,S,Initiation,Sighted,121.7244858,60.95425652,133.8955019,85.06287258,45.26069206,116.4198791,52,85.56752248,58.90286358,133.4508314,121.0591474,45.26069206,117.1376165,99.56466034,55.29723197,125.7172698,171,-341.2656242,131.1747262,156.857836,0.104,
Talos,20,S,Forelimb LO,Sighted,119.7022412,76.52341049,145.1183763,76.67911923,46.21196318,118.5836486,34,119.7022412,46.72768601,118.5836486,76.67911923,76.52341049,144.9754699,92.91757366,57.45894886,132.480264,171,632.6929706,-438.1724187,-388.1150194,0.068,
Talos,20,S,Impact Prep,Sighted,107.9254751,101.9262428,146.8790725,77.93598973,78.74140875,131.4778039,32,77.93598973,78.74140875,143.5163497,102.4936014,100.5003712,136.6141014,92.69558479,93.30870975,140.5520582,171,-383.7126819,-339.9837888,107.8476311,0.064,
Talos,20,S,Landing,Sighted,100.1541242,100.1443694,144.2109626,66.21498766,57.62441919,131.7813379,53,100.1541242,100.1443694,138.4708637,95.60923749,61.2622714,133.7310372,84.26059833,67.9442983,137.0971103,171,42.87629002,366.8122449,44.71534463,0.106,
Talos,21,S,Initiation,Sighted,110.9086679,59.72988988,131.796615,94.62383432,53.32583812,121.1478919,40,96.15356546,58.053193,129.8814498,110.3770728,54.34057168,124.3020064,101.8625677,57.15003947,127.6215883,171,-177.7938414,46.40776648,69.74304252,0.08,
