,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,56.19010738849455,29.012431604644007,67.96062004690059
110,56.67386237539878,29.47757062854882,68.37463418628523
111,57.44893943908389,29.42251647943877,65.96041916805433
112,57.026877982139915,30.15767718090183,69.67322295967905
113,57.47910684960203,29.43068086765524,69.49089141244525
114,57.99410887134184,30.306979048972806,70.09849918865203
115,58.62877049540538,29.791114538536704,71.63770033871478
116,58.65503153917735,29.531815288211902,72.17055517114419
117,58.562999191794304,29.89938348514795,70.52368039139454
118,60.70777861138596,29.88942389695046,71.3141473546134
119,61.099007743222025,28.95538361844183,70.68231671124707
120,60.03224484654272,26.705050501827145,71.74814115711122
121,60.65985864315871,27.434826405678194,73.40953561447505
122,62.13103686236801,26.995181247488603,69.91919764460923
123,62.04780087443934,28.732150452448508,70.09516861082335
124,62.57184254517696,28.560575726604895,67.68533413519631
125,65.97912291115989,27.494604208706704,69.81063696676871
126,66.97534134510812,28.044324074261226,71.02562687072138
127,67.1083666816293,28.666553249430365,69.14155687343714
128,67.00670993866076,27.71337994605375,69.20983492711066
129,67.25139896884363,28.05127314395733,69.59154241928701
130,68.65045136676771,26.978482760273266,71.61259506622284
131,70.7493524381687,26.874956024361893,72.14176570330507
132,71.9901332985765,26.980153933013156,71.02015884391409
133,71.613485187007,26.58016262798631,69.94944440049997
134,72.22890220828276,26.595149086330167,69.20505188382494
135,75.08392494399142,27.15399310303704,69.09238500285076
136,76.38170660011659,24.791913321888813,70.53319284968627
137,76.48915376349066,23.83345309019802,74.3930508822985
138,77.15075658471746,25.039391860149635,71.40897987160149
139,79.48819394246809,23.037602154486223,74.85027337296852
140,79.74775167610643,21.82619641504843,76.50454033678041
141,80.7591701808748,20.844661499708565,70.01841174317522
