pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z
25.715609,3.4794949999999996,16.828070999999998,26.288919,3.3953599999999997,17.256752,26.340667,3.613279,16.195441,26.458196,1.528964,14.655875,27.607871999999997,1.415407,13.427677,,,,25.498297,0.49797600000000003,12.598011999999999
25.719816,3.447818,16.844126,26.244699,3.4099699999999995,17.206712,26.32282,3.615531,16.212339,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507724,0.608247,12.480794
25.719816,3.447818,16.844126,26.243449,3.401445,17.207601,26.323483000000003,3.6171349999999998,16.210998999999997,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507069,0.6087020000000001,12.478957000000001
25.719816,3.447818,16.844126,26.243032,3.398604,17.207897,26.322782,3.616052,16.212768,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719816,3.447818,16.844126,26.243032,3.398604,17.207897,26.322782,3.616052,16.212768,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719816,3.447818,16.844126,26.240717999999998,3.395029,17.213755,26.322782,3.616052,16.212768,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507069,0.6087020000000001,12.478957000000001
25.719816,3.447818,16.844126,26.240717999999998,3.395029,17.213755,26.322782,3.616052,16.212768,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719816,3.447818,16.844126,26.241134999999996,3.397871,17.213459,26.322782,3.616052,16.212768,26.467397,1.489938,14.751610000000001,27.631368,1.415167,13.412904000000001,,,,25.507026,0.609217,12.479389999999999
25.719816,3.447818,16.844126,26.241134999999996,3.397871,17.213459,26.322782,3.616052,16.212768,26.467267,1.489068,14.751695999999999,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719854,3.4472949999999996,16.843695,26.241134999999996,3.397871,17.213459,26.322782,3.616052,16.212768,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719816,3.447818,16.844126,26.241134999999996,3.397871,17.213459,26.323487,3.615103,16.214201,26.467267,1.489068,14.751695999999999,27.632119,1.413693,13.413879000000001,,,,25.507069,0.6087020000000001,12.478957000000001
25.719816,3.447818,16.844126,26.241842,3.3969160000000005,17.214906,26.322782,3.616052,16.212768,26.466739,1.488319,14.752929,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719816,3.447818,16.844126,26.246595000000003,3.4107019999999997,17.201151,26.322077,3.617001,16.211334,26.467397,1.489938,14.751610000000001,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.720519,3.4468629999999996,16.845570000000002,26.24734,3.409225,17.202165,26.323487,3.615103,16.214201,26.466697999999997,1.4888370000000002,14.753362,27.631409,1.414651,13.412476000000002,,,,25.507026,0.609217,12.479389999999999
25.719854,3.4472949999999996,16.843695,26.246633000000003,3.4101790000000003,17.200719,26.322077,3.617001,16.211334,26.467267,1.489068,14.751695999999999,27.632119,1.413693,13.413879000000001,,,,25.507724,0.608247,12.480794
25.720519,3.4468629999999996,16.845570000000002,26.246886,3.4069059999999998,17.202894,26.322782,3.616052,16.212768,26.467226,1.489586,14.752129,27.632119,1.413693,13.413879000000001,,,,25.507724,0.608247,12.480794
25.720519,3.4468629999999996,16.845570000000002,26.251096,3.4112139999999997,17.191474,26.323487,3.615103,16.214201,26.468103000000003,1.488972,14.753034,27.632119,1.413693,13.413879000000001,,,,25.507026,0.609217,12.479389999999999
25.721604,3.4541589999999998,16.844829,26.251096,3.4112139999999997,17.191474,26.322782,3.616052,16.212768,26.468103000000003,1.488972,14.753034,27.632119,1.413693,13.413879000000001,,,,25.507026,0.609217,12.479389999999999
25.719694,3.456869,16.851594,26.232335,3.385889,17.236166,26.323483000000003,3.6171349999999998,16.210998999999997,26.467405,1.4878719999999999,14.754786,27.63283,1.412734,13.415282999999999,,,,25.507026,0.609217,12.479389999999999
25.719694,3.456869,16.851594,26.233003999999998,3.385457,17.238046,26.378184,3.5654760000000003,16.345917,26.466568,1.487967,14.753448,27.631990999999996,1.412824,13.413963,,,,25.507724,0.608247,12.480794
25.719694,3.456869,16.851594,26.233041999999998,3.384933,17.237613,26.372813,3.5706809999999995,16.338188,26.466609000000002,1.487449,14.753016,27.632119,1.413693,13.413879000000001,,,,25.507026,0.609217,12.479389999999999
25.719029000000003,3.457301,16.849719,26.232335,3.385889,17.236166,26.361013,3.5855410000000005,16.314528,26.466609000000002,1.487449,14.753016,27.631990999999996,1.412824,13.413963,,,,25.507724,0.608247,12.480794
25.719067000000003,3.456778,16.849287,26.232373,3.385365,17.235734,26.360888,3.5872699999999997,16.315944000000002,26.467315999999997,1.486483,14.754439999999999,27.632015000000003,1.410764,13.417107000000001,,,,25.507724,0.608247,12.480794
