,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
280,59.85146896094081,60.33839485953317,33.740371753219165
281,62.44877550222515,63.50415445851864,34.93432592990396
282,60.840824022622044,64.45018040200034,31.446028598688116
283,61.58122171534139,62.96526785841857,35.99259735796599
284,63.281755801884614,67.45086547890602,33.11201387379896
285,65.00501695102244,65.68107422438923,38.170110343850666
286,63.032148034114314,65.79323442708315,34.48942694291961
287,62.88116319344007,66.42865201971136,30.796065763658845
288,64.14602078319592,69.10256862424131,30.810786644819302
289,66.49777640625886,69.84127838475493,31.11751208468172
290,64.71631050469253,67.89606040149971,35.54803381790245
291,65.00882557804559,69.45853522911897,37.20126648145873
292,67.71277990066876,70.14200627126098,38.74729328414966
293,69.40902987563976,67.82506218506752,35.141869945901334
294,66.76091746682421,68.9486920933968,40.36333894500163
295,68.04786761347846,72.28142558421709,37.87803749890418
296,67.61322619498715,69.18913444837446,38.774021498150034
297,70.16765081470082,75.27832234213834,39.40217511300415
298,70.66963409443574,73.47767425027074,37.21582413265182
299,69.81055816604737,70.24639339415783,35.45980573307298
300,71.14790662636904,70.81448117354995,39.71824397184835
301,71.23383256749801,73.17554668997234,36.49733784771337
302,74.64023074140043,76.90872960046235,37.482962207453596
303,69.39890366363558,74.17485067596394,37.72814123563444
304,70.74109094259205,72.4602390634533,36.81791609201713
305,70.18630513873146,70.90475114260005,32.97574947551908
306,72.81664272033716,74.61076311752952,35.80830597703746
307,75.36251967457459,75.92121532907287,40.73864674246275
308,74.90095224432972,74.35304103100655,40.80785009311637
309,74.45860339126239,74.7043334189525,37.95345997261302
310,73.21979976707202,74.50737320763797,31.035905301781042
311,72.91300659759426,74.826228957654,36.069678406818326
312,72.16348685841587,72.57150433504849,34.006849171602624
313,74.99126732230307,76.66804480606248,39.863917314462185
314,71.74882228672807,71.74577246702732,34.97007143764873
315,73.48061703557336,73.3471421153508,34.64612714762035
316,74.50275683045173,75.69652848852098,35.49495012181913
317,75.08147486637216,77.33560299485197,40.102799916945116
318,73.83835743390499,75.16974617377886,35.182642365118
319,78.16348040136016,77.11071740655437,40.31887123413853
320,74.93611776720722,73.62411025937632,37.95940637442831
321,74.42362947119055,75.2269083568704,36.11699344427137
322,78.77833495005706,77.14446288129271,40.547077771103034
323,80.41021461890267,81.00232580004645,41.957259075383405
324,79.0393854849243,78.61193315813941,41.09797704688779
325,78.53439481950039,79.08104255624082,40.84483916620093
326,76.24930104727864,75.72546703146139,39.61511252439007
327,77.34252943475812,76.31158578973535,36.158377099302356
328,77.51295759949508,75.79051487622856,37.86728119391583
329,80.73083665767241,80.95901297864403,38.0857134736915
330,82.6474111248896,81.71096770492767,36.454203454652145
331,79.91395012721783,81.54367455035006,36.154316143556656
332,79.61115013332319,79.89586846448604,35.436894424181276
333,79.81850942221881,77.41824949366209,39.96265685255071
334,80.16566115718142,76.4287705436515,37.43908118428908
335,80.57157827063875,79.97700016787391,42.85796022377244
336,82.58217808086418,80.78968501959656,45.882873789641394
337,82.60172456269902,79.07690689791846,44.39455769274096
338,84.742033030238,79.3774199658633,37.308733875603565
339,84.38961109804785,80.03333078374567,37.630374009371025
340,83.24753474173464,81.0530606282986,38.7552583093117
341,80.81055206615228,78.30583888751238,39.478436910398756
342,85.97678699282469,83.86632426048592,42.485803948749094
343,85.54586891336147,83.12640054641541,42.65241335345513
344,85.81315128195891,80.55087094112405,44.10021632779245
345,87.7686029546423,80.96415467922652,44.79450685986055
346,85.10494509724545,80.3000428635797,45.201318722433086
347,84.00066742441342,80.51893700882775,48.40997958947935
348,83.47485592665024,78.02501074260539,43.162871528505406
349,85.94941523436465,80.61527389766829,41.60738391630423
350,89.20018051674374,81.68091918132247,48.94143546829915
351,84.78629612373518,79.18713674456387,39.0020918595562
352,85.30586975358976,78.48595514910433,45.244196684732
353,87.11582680972741,80.33032438342055,45.20119090298658
354,86.4146517229081,78.89246344989702,45.742680162398784
355,90.9932321192593,82.93337698251321,51.61709916083814
356,89.80431804300643,81.98085422386514,50.30128204533443
357,88.05398998232987,78.76539606135049,47.674797479495396
358,88.62832311844618,77.67604713479723,43.311430987575875
359,88.28579736207074,79.04102520475915,43.40468874612665
360,86.08721865533344,77.05627399209739,43.254030626991636
361,86.720497369175,78.78750767598572,50.038402427379566
362,86.67422018074113,78.83890787202957,45.41933109118199
363,85.31450373467344,78.01765034149047,42.89221559268165
364,84.16139605981888,75.30662614609597,43.136033363091
365,80.7461345844691,72.39723608347032,35.472083196023135
366,81.59592290737079,69.88168062070365,43.45764005625952
367,83.25515160368327,73.27689595394874,48.11571807281484
368,84.7137203529272,76.26419015192764,47.098720038205045
369,80.81010484659532,71.7898076348931,45.37869192490345
370,80.4344431136272,68.37098193386058,47.249880861630686
371,81.35324177484826,70.68031828412303,52.42399800487024
372,78.25440643382615,66.08684793227616,50.66779949043695
373,74.85494333880344,64.40961117590453,39.030184557081895
374,72.44739187214005,64.40373345129454,45.24653792725479
375,68.69291662716816,63.96383680833807,41.18657965151513
376,68.63641869873038,60.29371085084864,45.27513971439569
377,67.39047016149175,62.75708426131105,43.94522016091943
378,66.30347106765286,60.59134868677934,47.32148699552042
379,64.03716932333629,59.421764977672865,48.9186867438919
380,61.730928674114246,59.35943874120511,46.10293172989947
381,55.5389444773459,52.90332147189088,45.185281429661444
382,57.0013311506695,50.397015743161546,46.97114766819351
383,59.212067477422615,54.69134098499889,48.66127372689266
384,58.36488075843057,55.01648647198792,46.56062964498963
385,58.03731742041109,54.32360271379797,51.265454101811855
386,56.60998674157847,52.21374881847818,51.089613513939696
387,58.080516520646796,50.7546466451831,53.258119259432036
388,54.53080368399866,47.0528609791381,50.78639711164212
389,53.78868728557744,49.06821560550995,49.47898005577645
390,54.03723630627681,47.80851703852014,51.0932792171472
391,55.247189551216934,47.17524778763507,53.15030866389603
392,50.834821106469946,47.068867492246426,53.489954301713354
393,47.69874097001712,49.76932054671178,52.699324186522716
394,47.4101328969629,51.06443667014801,50.99425272507571
395,48.32731768008311,48.825974584214975,54.814903175462035
396,47.21512350274675,51.00161257113939,52.217443683249584
397,46.989212123834605,49.692025929760206,55.15915820953052
398,46.86146842056398,46.77435790042355,52.57062161138887
399,44.71392412055305,46.33158463630119,51.13112828601177
400,44.481176183324145,50.34917523147979,50.898869238574974
