,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,64.21077686974459,64.77526341296782,40.37047095659071
70,65.18742060974064,64.79761957528798,42.32312574170916
71,65.41761211116193,64.35581157106373,43.43304080379568
72,66.07876070792928,64.15152657355813,44.584886934875215
73,67.09134818580921,63.80433883898989,44.551663699636805
74,67.63592412367424,62.658129799424145,46.296679903184554
75,68.1021173152243,61.8407322823693,50.070553307856954
76,68.43486251834929,62.63215057991721,47.655770672737134
77,69.06253094531658,63.363945643804115,47.03365578953094
78,69.63097376169068,62.542297635831275,46.36820414681591
79,70.0097854997077,62.352253587589814,46.6735904812827
80,70.75722705714831,62.290690835260804,45.69594365603723
81,71.41511489506823,62.78330885766641,45.39668168628805
82,72.67587283731213,62.624356186062755,45.906248306757846
83,72.72163797192775,62.43652250724145,47.10762995993065
84,72.97500353513296,64.59495793289317,46.625477480244996
85,73.17833152400334,65.0149042777847,48.55843164140674
86,74.28979988365968,63.470485880936124,50.29833769170867
87,74.76002000182397,63.057465727119805,48.41164464466925
88,74.94409268726955,64.59396478343612,47.755254367754475
89,75.70852779111922,65.49471556449073,47.5190013497357
90,77.27473482489683,63.19855983065462,51.06701293732064
91,77.9538469300754,63.07161273838267,50.03604913282609
92,79.07185358198586,62.13123112348798,50.65070129672475
93,80.2596889815067,61.35469867555918,51.636143325176846
94,82.87554449566714,60.66868545288328,54.881392492659174
95,83.13646644192806,61.905850916752,52.41433881700989
96,83.5117085479672,60.85655198163862,53.010873632493244
97,85.32499527997646,60.13198568413452,53.910876381756694
98,87.80161379032076,58.355265829801596,57.61622575986574
99,88.76362031372142,57.57400699712237,58.715993095775346
100,89.48408772694675,57.57630857751384,54.33301376134801
101,90.50368994955191,58.190226539219026,54.43401160317559
102,91.14207730998156,57.9973313287644,58.177083434973056
103,92.23962697815193,58.29888973371689,58.247582143080436
104,95.09030315995344,57.38220692574869,61.14001693330434
105,95.62601576443782,56.849725268117865,58.30787713576726
106,95.78722816878704,56.87424704264137,58.89330315788773
107,98.44242534918904,56.529333826988164,62.612898627172726
108,99.60293546230281,56.577001349619366,58.957011403617486
