,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,68.7036173198266,90.34007826303264,36.55127517449341
40,68.42916392115234,92.21464623242913,37.96609760969156
41,68.41680080478874,93.38091726956284,36.455220959224675
42,68.40799629200427,88.96809338491443,36.8699981426374
43,68.8069933278981,89.51868482712405,35.689951633992024
44,68.38110670730846,90.57953517019342,34.63692434306378
45,68.13734319246223,87.51419734452138,35.42992829594314
46,67.96184297792621,85.07030473948983,34.42467104067569
47,68.13201269362105,87.89471698849404,36.29737408506645
48,67.97314274153628,91.33925798862101,34.86824594778335
49,69.643867741946,89.49257752648926,35.61147163910107
50,69.89179585643299,90.08139773510196,36.051793543914215
51,72.37212329402446,89.18277730544403,39.25485806860709
52,72.37594000314084,89.37561887152326,38.408232857372155
53,71.75777973997597,91.56724161837103,36.00026687591151
54,71.69476493704158,91.44953622394947,36.34764220106308
55,70.60540117042706,94.32968670847472,33.69063246519846
56,71.03664704897476,91.49502732805357,35.45688984362408
57,71.0821057370034,90.65194019035718,36.29365398962594
58,72.03478670890729,88.22176291645972,39.08697776833503
59,72.46378887104987,82.70131878986534,36.38651776116686
60,72.59736024850142,84.15123727470015,38.353693902023025
61,71.82313875296688,86.62927586820831,36.038400145025065
62,71.56999506312359,87.13898530497964,35.481815672041904
63,72.64316492914796,89.63583403030302,36.181891836869966
64,72.82127545897761,87.25469384744193,34.022226555986435
65,73.36964765013931,87.17192576176424,34.760810663585914
66,74.40569058444943,86.3989368608973,36.77450954401277
67,76.30900519147822,89.040628329941,40.58879894330477
68,76.07274583525889,89.68970153155534,40.42270872030679
69,75.4600687114638,90.83989843265122,40.28619812732774
70,75.87089147532316,86.07249709831818,38.57865526438874
71,75.95715461597561,88.65642376343463,37.17660935681002
72,75.76540147008046,88.45431848313962,39.663153213337864
73,75.33268927777436,89.83717715131354,38.83383768998749
74,77.3607178291147,91.31568514167675,38.83228354304512
75,76.85497899904435,92.52125542654858,36.842698869721175
76,76.91257305202977,89.90279696432926,37.10509046762621
77,77.18037952858474,91.6323120456246,36.76843073805733
78,77.7159520045205,85.93372504519529,38.65506886199432
79,77.69364426544479,85.47787224782276,43.32034257130766
80,78.73211221145431,82.84335093543923,44.34901793188257
81,78.38918822548375,83.44218612253086,42.784126040029264
82,78.81516093205386,86.31593492595523,42.79161786028496
83,79.93725006088715,87.25017679309471,48.309675075517134
84,79.43533523558696,86.67467850127481,44.015863342566746
