pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z
20.329331,2.748817,17.479913,21.118199,2.764391,17.641767,21.174708,2.869355,16.786672,21.130853,1.0352459999999999,15.077632000000001,22.187867,0.9722629999999999,14.529668,20.90331,0.9239059999999999,13.915883,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.064982,2.740178,17.681774,21.201173999999998,2.778671,16.854314000000002,21.124305,1.134476,15.016233999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.929282999999998,0.9160959999999999,13.886064999999999,,,,,,
20.347023,2.772267,17.457514,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.346972,2.7702240000000002,17.460694,21.065675,2.739191,17.683235,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.066407,2.7402509999999998,17.681504,21.201173999999998,2.778671,16.854314000000002,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.346285,2.771212,17.459234,21.06484,2.7393009999999998,17.68186,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347675,2.771787,17.459426999999998,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347566,2.7704020000000003,17.459059,21.066264999999998,2.739373,17.68159,21.201866,2.777688,16.855763,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.34771,2.7712790000000003,17.458973999999998,21.064982,2.740178,17.681774,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347566,2.7704020000000003,17.459059,21.065572,2.740361,17.680129,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347023,2.772267,17.457514,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.347023,2.772267,17.457514,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347023,2.772267,17.457514,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124305,1.134476,15.016233999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.346141,2.770336,17.45932,21.065572,2.740361,17.680129,21.201032,2.7777939999999997,16.854401,21.124305,1.134476,15.016233999999999,22.170359,0.9654719999999999,14.545732000000001,20.929282999999998,0.9160959999999999,13.886064999999999,,,,,,
20.346285,2.771212,17.459234,21.064982,2.740178,17.681774,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.170397,0.9649709999999999,14.545282,20.92997,0.915101,13.887485999999999,,,,,,
20.346285,2.771212,17.459234,21.064982,2.740178,17.681774,21.201173999999998,2.778671,16.854314000000002,21.124305,1.134476,15.016233999999999,22.170359,0.9654719999999999,14.545732000000001,20.929282999999998,0.9160959999999999,13.886064999999999,,,,,,
20.346879,2.7713900000000002,17.4576,21.065714,2.741238,17.680044,21.201173999999998,2.778671,16.854314000000002,21.124995000000002,1.1334799999999998,15.017667999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.346285,2.771212,17.459234,21.065022,2.742226,17.678583,21.200483,2.779655,16.852864999999998,21.124995000000002,1.1334799999999998,15.017667999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347023,2.772267,17.457514,21.065022,2.742226,17.678583,21.200483,2.779655,16.852864999999998,21.124305,1.134476,15.016233999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.347023,2.772267,17.457514,21.065714,2.741238,17.680044,21.200483,2.779655,16.852864999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.347023,2.772267,17.457514,21.065714,2.741238,17.680044,21.200483,2.779655,16.852864999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.929282999999998,0.9160959999999999,13.886064999999999,,,,,,
20.346285,2.771212,17.459234,21.06488,2.741348,17.678669,21.199754000000002,2.778598,16.854582999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.346285,2.771212,17.459234,21.06429,2.7411659999999998,17.680314000000003,21.199754000000002,2.778598,16.854582999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.929282999999998,0.9160959999999999,13.886064999999999,,,,,,
20.346285,2.771212,17.459234,21.06429,2.7411659999999998,17.680314000000003,21.199754000000002,2.778598,16.854582999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
20.346285,2.771212,17.459234,21.063558,2.740105,17.682044,21.199754000000002,2.778598,16.854582999999998,21.124305,1.134476,15.016233999999999,22.170359,0.9654719999999999,14.545732000000001,20.92997,0.915101,13.887485999999999,,,,,,
20.345598000000003,2.7722,17.457774,21.063558,2.740105,17.682044,21.199754000000002,2.778598,16.854582999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.929282999999998,0.9160959999999999,13.886064999999999,,,,,,
20.34486,2.771145,17.459495,21.063558,2.740105,17.682044,21.199754000000002,2.778598,16.854582999999998,21.124305,1.134476,15.016233999999999,22.169662,0.9664659999999999,14.544307,20.92997,0.915101,13.887485999999999,,,,,,
