-0.47115,  0.14875, -0.24373, -0.01305,  0.02003,  0.01731
-0.46082,0.1597,-0.23065,-0.01375,0.01931,0.01845
-0.47706000000000004,0.18242,-0.24345,-0.01305,0.020030000000000003,0.01576
-0.4487,0.15073,-0.23999,-0.01305,0.020030000000000003,0.01839
-0.45819,0.15784,-0.23753000000000002,-0.01305,0.020030000000000003,0.0193
-0.42583999999999994,0.1604,-0.24061,-0.01305,0.020030000000000003,0.01659
-0.44254,0.14159000000000002,-0.25301,-0.01235,0.01931,0.01886
-0.42165,0.13221,-0.23767,-0.01305,0.020030000000000003,0.01739
-0.45398999999999995,0.16385,-0.24695999999999999,-0.01374,0.02069,0.01571
-0.46906000000000003,0.19002,-0.25498000000000004,-0.01235,0.01931,0.01907
-0.45231000000000005,0.19112,-0.2664,-0.01305,0.01864,0.02059
-0.4532,0.1759,-0.2548,-0.01235,0.01931,0.02043
-0.43148000000000003,0.12415999999999999,-0.25799,-0.013030000000000002,0.019969999999999998,0.016819999999999998
-0.47315,0.15029,-0.24395999999999998,-0.01235,0.01931,0.015080000000000001
-0.46033999999999997,0.16268,-0.25075,-0.01235,0.01931,0.022359999999999998
-0.46553999999999995,0.14379,-0.26225,-0.01165,0.020040000000000002,0.020059999999999998
-0.4513,0.18408,-0.24485,-0.01235,0.01931,0.01587
-0.45188999999999996,0.15789,-0.25577,-0.013030000000000002,0.019969999999999998,0.01994
-0.4458,0.14265,-0.2386,-0.01235,0.01931,0.01793
-0.4551,0.18070999999999998,-0.24644000000000002,-0.01305,0.020030000000000003,0.019280000000000002
-0.44997,0.15349000000000002,-0.23669,-0.01237,0.01937,0.02156
-0.44393999999999995,0.14825,-0.24419000000000002,-0.01305,0.020030000000000003,0.01704
-0.45041000000000003,0.13552999999999998,-0.24318,-0.01305,0.020030000000000003,0.01642
-0.43795,0.15474000000000002,-0.24474,-0.01305,0.020030000000000003,0.02022
-0.4621,0.14927,-0.23221,-0.01375,0.01931,0.021730000000000003
-0.45366999999999996,0.12750999999999998,-0.25029,-0.01305,0.020030000000000003,0.017490000000000002
-0.45776999999999995,0.15217999999999998,-0.23845,-0.01376,0.02076,0.020130000000000002
-0.44464,0.16663,-0.23243000000000003,-0.01305,0.019969999999999998,0.016630000000000002
-0.44633999999999996,0.15527,-0.2225,-0.013059999999999999,0.02143,0.02365
-0.45842,0.16518,-0.23349,-0.01376,0.02076,0.02265
-0.43843000000000004,0.13116,-0.23212,-0.01376,0.02076,0.01823
-0.42161000000000004,0.13210999999999998,-0.2463,-0.01305,0.020030000000000003,0.01905
-0.46051000000000003,0.13035,-0.22962,-0.014459999999999999,0.020030000000000003,0.02087
-0.44531000000000004,0.12104000000000001,-0.24288,-0.01444,0.019969999999999998,0.0225
-0.46775,0.14321,-0.22462,-0.014459999999999999,0.020030000000000003,0.0235
-0.45416999999999996,0.10432999999999999,-0.23795999999999998,-0.01305,0.020030000000000003,0.02165
-0.47948,0.13117,-0.25242,-0.01376,0.01936,0.018340000000000002
-0.44837,0.13062,-0.27329000000000003,-0.013730000000000001,0.0193,0.02033
-0.46457,0.09985,-0.26269000000000003,-0.013730000000000001,0.0193,0.02108
-0.46716,0.13927,-0.25952,-0.01444,0.02002,0.0199
-0.44863000000000003,0.1503,-0.27809,-0.01444,0.01863,0.02037
-0.47981,0.13601,-0.30691999999999997,-0.013030000000000002,0.01863,0.019430000000000003
-0.46153999999999995,0.12307,-0.29413,-0.013030000000000002,0.01863,0.01876
-0.44376000000000004,0.14096,-0.29172,-0.013730000000000001,0.01791,0.02137
-0.45868000000000003,0.12872,-0.29848,-0.013030000000000002,0.01863,0.02155
-0.47545,0.17223,-0.3042,-0.013030000000000002,0.01863,0.0248
-0.46313999999999994,0.13355999999999998,-0.30035,-0.012320000000000001,0.01791,0.02246
-0.44772,0.125,-0.31436,-0.01372,0.01651,0.021509999999999998
-0.46851000000000004,0.12544,-0.30334,-0.01372,0.01651,0.020980000000000002
-0.47618,0.12015,-0.32397,-0.012320000000000001,0.01652,0.023280000000000002
-0.4831,0.14009000000000002,-0.32794,-0.013019999999999999,0.01585,0.016909999999999998
-0.42432,0.12593,-0.33243,-0.013019999999999999,0.01585,0.022430000000000002
-0.4015,0.125,-0.3207,-0.012320000000000001,0.01652,0.02075
-0.45478,0.14576,-0.32693,-0.013019999999999999,0.01585,0.02167
-0.46521,0.15497,-0.33660999999999996,-0.013019999999999999,0.01585,0.01759
-0.42088000000000003,0.16716,-0.33118000000000003,-0.013019999999999999,0.01585,0.01879
-0.44688,0.14965,-0.33801,-0.01231,0.015119999999999998,0.017240000000000002
-0.45416999999999996,0.14490999999999998,-0.33021999999999996,-0.013019999999999999,0.01585,0.01618
-0.43066000000000004,0.14606,-0.3569,-0.013009999999999999,0.01445,0.02109
-0.45853,0.13712,-0.33226999999999995,-0.013019999999999999,0.01585,0.01985
-0.46083,0.17642,-0.35396,-0.01231,0.01518,0.02041
-0.40831999999999996,0.15799000000000002,-0.34013000000000004,-0.01231,0.015119999999999998,0.02015
-0.43373,0.10630999999999999,-0.33788,-0.01231,0.015119999999999998,0.02159
-0.45988,0.14904,-0.35294000000000003,-0.013009999999999999,0.01445,0.02108
-0.43906000000000006,0.15625,-0.35846999999999996,-0.0137,0.01511,0.0177
-0.45571000000000006,0.13882,-0.32682,-0.013019999999999999,0.01585,0.01403
-0.41703999999999997,0.10878,-0.32587,-0.013019999999999999,0.01585,0.01956
-0.45711999999999997,0.1582,-0.33589,-0.01231,0.015119999999999998,0.019809999999999998
-0.44147,0.15005,-0.34663,-0.013009999999999999,0.01445,0.02056
-0.44356,0.12226,-0.3391,-0.01231,0.015119999999999998,0.021490000000000002
-0.42136999999999997,0.12479000000000001,-0.34364,-0.01231,0.015119999999999998,0.024069999999999998
