,fore-aft,lateral,normal
0,0.39469,-0.06149,-0.04569
1,0.42068,-0.07887000000000001,-0.05736
2,0.40485,-0.04515,-0.08092
3,0.4109600000000001,-0.04556,-0.05297
4,0.38885,-0.0568,-0.061729999999999986
5,0.39686,-0.04237,-0.06557
6,0.39619,-0.08523,-0.06491
7,0.39107,-0.02055,-0.06234
8,0.41602,-0.0463,-0.04914
9,0.37601,-0.04842,-0.06451
10,0.42847,-0.07597000000000001,-0.06175
11,0.41032,-0.05271,-0.055720000000000006
12,0.40167,-0.04875,-0.07626000000000001
13,0.38565,-0.05908,-0.06393
14,0.39815,-0.07801,-0.05366
15,0.40563,-0.06056,-0.06639
16,0.40407,-0.04221,-0.0537
17,0.39552,-0.06897,-0.06727000000000001
18,0.38606,-0.06492,-0.04857
19,0.41135,-0.0737,-0.05976
20,0.40496,-0.07307000000000001,-0.07157000000000001
21,0.4335100000000001,-0.04467,-0.06229
22,0.38806,-0.04485,-0.07654
23,0.40783,-0.0289,-0.05601
24,0.43269,-0.05149,-0.06042
25,0.42892,-0.06213,-0.06635
26,0.41844,-0.04913,-0.05878
27,0.42623,-0.04223,-0.06468
28,0.39916,-0.04767,-0.06256
29,0.43149,-0.06891,-0.07455
30,0.39623,0.00239,-0.04848
31,0.42286,-0.01775,-0.07387
32,0.38063,-0.07342,-0.07695
33,0.40834,-0.07512,-0.05838
34,0.4099100000000001,-0.02895,-0.0571
35,0.38316,-0.05933,-0.05796000000000001
36,0.43091,-0.05922,-0.06301
37,0.4139,-0.0648,-0.07537999999999999
38,0.41179,-0.0517,-0.06569
39,0.40123,-0.04268,-0.06919
40,0.40924,-0.07253,-0.05755
41,0.43404,-0.06451,-0.05653
42,0.40187,-0.0455,-0.07257999999999999
43,0.40775,-0.05759,-0.04922
44,0.41339,-0.05018,-0.06152000000000001
45,0.40796,-0.07828,-0.06974
46,0.4067,-0.0579,-0.06977
47,0.42055,-0.06125,-0.07132999999999999
48,0.37541,-0.0737,-0.04657
49,0.39515,-0.03882,-0.06542
50,0.41415,-0.07141,-0.06156
51,0.4036,-0.04784,-0.0656
52,0.39441,-0.0459,-0.05069
53,0.39762,-0.04169,-0.07067000000000001
54,0.42324,-0.05624,-0.06418
55,0.4099100000000001,-0.0484,-0.07976
56,0.40422,-0.05748,-0.06269
57,0.39733,-0.059420000000000014,-0.0679
58,0.39104,-0.06573999999999999,-0.0696
59,0.39829,-0.061229999999999986,-0.05753
60,0.42295,-0.05881,-0.05428
61,0.39236,-0.04438,-0.05695
62,0.40894,-0.07186000000000001,-0.05563
63,0.39606,-0.05938,-0.06985
64,0.39496,-0.04948,-0.0617
65,0.41107,-0.06897,-0.05804
66,0.40642,-0.04094,-0.05949
67,0.40728,-0.0475,-0.07272999999999999
68,0.43648,-0.06024,-0.04698
69,0.39969,-0.04508,-0.06219
70,0.40806,-0.07904,-0.06079
71,0.42629,-0.05277,-0.0792
72,0.39847,-0.07189,-0.06508
73,0.40899,-0.05047,-0.06584
74,0.38913,-0.05449,-0.07372999999999999
