,Elbow_Flex_Ext,Humeral_Pro_Ret,Humeral_Dep_Ele
0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,75.66953542511847,50.99915887851182,52.99221431085628
100,77.3864795722377,51.45764691420658,51.98771303619898
101,76.91610446787121,50.94527582233761,52.40046591339804
102,77.4309841935999,52.25322989019256,52.552280399541075
103,77.46247768501198,50.978558846080034,52.012730964409144
104,80.06260433104329,49.69415247372041,53.54084037503826
105,81.31892852813753,50.82344654252708,56.28513027710197
106,81.74658710083197,51.129422121460095,56.67694514901717
107,81.01562759001517,51.4970701948088,53.76831860450277
108,81.79306227549415,49.643742745494706,56.03377621402282
109,82.9018878702298,48.56261533463109,55.117368562802895
110,82.84132946673654,48.78370513226622,54.14455981406452
111,83.7531268630887,47.984801946954406,53.87137381870296
112,85.09153898999422,48.78608611517018,55.34617521525492
113,85.34603904823653,47.470952884093236,58.55771741283516
114,86.43592527952079,46.13275614714789,57.63921570791679
115,87.21576186635119,46.6980376428088,58.139975256705725
116,87.02854064019606,48.84742640771037,55.933000736121016
117,87.46410682939604,47.82492417555889,56.03574853186076
118,88.22970942162685,48.292639774406126,57.240506726865235
119,88.29130709558845,48.87151770384844,57.1745293954874
120,88.71422860530032,48.58481494704702,53.556719234564184
121,89.5070594817064,46.36818306811054,56.06430012922527
122,89.96986752480313,45.04111478387665,57.88242387439227
123,90.13393671030911,46.57067332079055,57.716532099341265
124,91.15700409563962,44.904876309350584,57.41498769350268
125,90.25001677184362,46.5770370096601,58.98935650235538
126,88.62540085480718,47.189738942229155,55.4811495794077
127,87.63192382726113,45.29834455518491,52.92092547572592
128,88.05699826522913,44.91423132302904,55.82387304064888
129,86.94711212264829,44.71307034062889,54.06902799609905
130,86.54194839719271,46.22426918279152,54.23062211115813
131,87.68228765494356,44.42293358593943,55.456928837830475
132,84.82958185682776,44.74870541959979,54.98429475249377
